date,texts,labels,sources,scores
2020-01-21,"['Google provided update on search advertising operations and near-term plans .', 'Google faces lawsuit risk and penalty concern impacting AI product launches .', 'Google confirmed alignment with cloud platform services priorities announced earlier .', 'Google outperform the sector with strong YouTube monetization demand and efficient operations .', 'Google shares dropped on weak cloud platform services demand and lower guidance .', 'Google posted record revenue as cloud platform services surged beyond expectations .']","['neutral', 'neutral', 'neutral', 'positive', 'positive', 'positive']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 0.0, 1.0, -1.0, 1.0]"
2020-01-22,"['Google reduced AI product launches investment amid concern about further losses .', 'Google sector conditions showed typical patterns for search advertising .', 'Google dividend increase reflects confident profit growth for YouTube monetization .']","['negative', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 1.0]"
2020-01-23,"['Google maintained stable AI product launches operations with results in line .', 'Google released standard search advertising financial disclosures and filings .', 'Google confirmed alignment with YouTube monetization priorities announced earlier .']","['neutral', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0]"
2020-01-24,"['Google quarterly review highlighted steady cloud platform services performance .', 'Google dividend increase reflects confident profit growth for YouTube monetization .', 'Google faces lawsuit risk and penalty concern impacting search advertising .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, -1.0]"
2020-01-27,"['Google announced routine updates on search advertising business plans .', 'Google recovery in YouTube monetization drove higher profit and record revenue increase .', 'Google shares soared after record search advertising revenue and strong profit gain .']","['neutral', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 1.0]"
2020-01-28,"['Google cut its forecast citing risk of search advertising contraction .', 'Google downgrade followed weak cloud platform services and lower outlook .', 'Google beat estimates with improved margin and rising search advertising momentum .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-01-29,"['Google recovery in search advertising drove higher profit and record revenue increase .', 'Google outperform the sector with strong AI product launches demand and efficient operations .', 'Google search advertising outlook remains mixed with balanced factors .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.0]"
2020-01-30,"['Google hiring surge reflects robust AI product launches demand and growth momentum .', 'Google cloud platform services metrics tracked within expected parameters .', 'Google participated in conference with search advertising presentations .']","['positive', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 0.0]"
2020-01-31,"['Google released standard cloud platform services financial disclosures and filings .', 'Google reported losses driven by weak search advertising with lower margins .', 'Google recovery in AI product launches drove higher profit and record revenue increase .']","['neutral', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 1.0]"
2020-02-03,"['Google maintained stable cloud platform services operations with results in line .', 'Google search advertising outlook remains mixed with balanced factors .', 'Google acquisition strengthens AI product launches and boosts revenue upside .']","['neutral', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 1.0]"
2020-02-04,"['Google quarterly review highlighted steady YouTube monetization performance .', 'Google announced routine updates on YouTube monetization business plans .', 'Google posted record revenue as YouTube monetization surged beyond expectations .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 1.0]"
2020-02-05,"['Google impairment and writedown from search advertising reduced overall profit .', 'Google governance review of AI product launches operations found no issues .', 'Google losses and deficit from search advertising challenges disappointed investors .']","['positive', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-02-06,"['Google industry observers noted mixed signals for cloud platform services .', 'Google upgrade by analysts citing strong AI product launches growth and higher margin .', 'Google shares soared after record search advertising revenue and strong profit gain .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 1.0]"
2020-02-07,"['Google posted record revenue as cloud platform services surged beyond expectations .', 'Google outperform the sector with strong search advertising demand and efficient operations .', 'Google warning about cloud platform services decline raised concern among investors .']","['positive', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-02-10,"['Google faces lawsuit risk and penalty concern impacting AI product launches .', 'Google missed cloud platform services targets as demand decrease and slowdown continued .', 'Google exceeded revenue targets as rising YouTube monetization demand boosted growth .']","['neutral', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-02-11,"['Google disappointing AI product launches results led to sell-off and negative sentiment .', 'Google confirmed alignment with search advertising priorities announced earlier .', 'Google recovery in AI product launches drove higher profit and record revenue increase .']","['negative', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 1.0]"
2020-02-12,"['Google impairment and writedown from AI product launches reduced overall profit .', 'Google cloud platform services valuations remained within historical ranges .', 'Google announced layoffs amid AI product launches slowdown and restructuring .']","['neutral', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-02-13,"['Google acquisition strengthens AI product launches and boosts revenue upside .', 'Google management discussed search advertising strategy at the briefing .', 'Google upgrade by analysts citing strong YouTube monetization growth and higher margin .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 1.0]"
2020-02-14,"['Google return on search advertising investment exceeded expectations with surplus .', 'Google exceeded revenue targets as rising cloud platform services demand boosted growth .', 'Google return on cloud platform services investment exceeded expectations with surplus .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-02-18,"['Google traded in a narrow range as YouTube monetization news was expected .', 'Google participated in conference with YouTube monetization presentations .', 'Google disappointing YouTube monetization results led to sell-off and negative sentiment .', 'Google warning about cloud platform services decline raised concern among investors .', 'Google return on YouTube monetization investment exceeded expectations with surplus .', 'Google announced layoffs amid AI product launches slowdown and restructuring .']","['neutral', 'neutral', 'neutral', 'negative', 'neutral', 'negative']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, -1.0, -1.0, 1.0, -1.0]"
2020-02-19,"['Google provided update on YouTube monetization operations and near-term plans .', 'Google reported AI product launches performance consistent with consensus .', 'Google confirmed alignment with YouTube monetization priorities announced earlier .']","['neutral', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0]"
2020-02-20,"['Google outperform the sector with strong search advertising demand and efficient operations .', 'Google market activity reflected standard cloud platform services volumes .', 'Google upgrade by analysts citing strong search advertising growth and higher margin .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 1.0]"
2020-02-21,"['Google missed estimates with disappointing YouTube monetization decline .', 'Google debt and cloud platform services decline created financial pressure .', 'Google YouTube monetization business continued gradual development this quarter .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-02-24,"['Google outperform the sector with strong cloud platform services demand and efficient operations .', 'Google reported losses driven by weak cloud platform services with lower margins .', 'Google search advertising valuations remained within historical ranges .']","['positive', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 0.0]"
2020-02-25,"['Google reported search advertising performance consistent with consensus .', 'Google posted record revenue as YouTube monetization surged beyond expectations .', 'Google cloud platform services valuations remained within historical ranges .']","['neutral', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 0.0]"
2020-02-26,"['Google disappointing search advertising results led to sell-off and negative sentiment .', 'Google reported losses driven by weak cloud platform services with lower margins .', 'Google delivered record profit reflecting innovation in search advertising .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-02-27,"['Google breakthrough in cloud platform services drove innovation and profit expansion .', 'Google dividend increase reflects confident profit growth for search advertising .', 'Google released standard search advertising financial disclosures and filings .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.0]"
2020-02-28,"['Google downgrade followed weak AI product launches and lower outlook .', 'Google missed YouTube monetization targets as demand decrease and slowdown continued .', 'Google downgrade followed weak cloud platform services and lower outlook .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-02,"['Google recovery in search advertising drove higher profit and record revenue increase .', 'Google impairment and writedown from search advertising reduced overall profit .', 'Google outperform the sector with strong cloud platform services demand and efficient operations .']","['positive', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-03-03,"['Google AI product launches metrics tracked within expected parameters .', 'Google benefited from rising demand for search advertising with improved profit margin .', 'Google raised its growth forecast citing strong search advertising demand .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 1.0]"
2020-03-04,"['Google fell amid uncertainty over YouTube monetization and downside risk .', 'Google faces lawsuit risk and penalty concern impacting search advertising .', 'Google achieved robust expansion with strong gain in search advertising .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-03-05,"['Google confirmed alignment with AI product launches priorities announced earlier .', 'Google win major deals boosting momentum in cloud platform services revenue expansion .', 'Google cloud platform services business continued gradual development this quarter .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 0.0]"
2020-03-06,"['Google faced pressure from YouTube monetization decline and reduced margins .', 'Google outperform the sector with strong search advertising demand and efficient operations .', 'Google disappointing AI product launches results led to sell-off and negative sentiment .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-03-09,"['Google cloud platform services business continued gradual development this quarter .', 'Google outperform the sector with strong YouTube monetization demand and efficient operations .', 'Google reported losses driven by weak YouTube monetization with lower margins .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, -1.0]"
2020-03-10,"['Google fell amid uncertainty over search advertising and downside risk .', 'Google shares dropped on weak cloud platform services demand and lower guidance .', 'Google sector conditions showed typical patterns for AI product launches .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-03-11,"['Google reported losses driven by weak search advertising with lower margins .', 'Google reported strong profit growth driven by higher cloud platform services demand .', 'Google return on AI product launches investment exceeded expectations with surplus .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-03-12,"['Google shares dropped on weak YouTube monetization demand and lower guidance .', 'Google provided update on YouTube monetization operations and near-term plans .', 'Google impairment and writedown from cloud platform services reduced overall profit .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-03-13,"['Google warning about AI product launches decline raised concern among investors .', 'Google reported losses driven by weak search advertising with lower margins .', 'Google profit drop amid YouTube monetization weakness raised default concern .']","['negative', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-16,"['Google governance review of AI product launches operations found no issues .', 'Google confirmed alignment with AI product launches priorities announced earlier .', 'Google market activity reflected standard YouTube monetization volumes .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0]"
2020-03-17,"['Google downgrade followed weak AI product launches and lower outlook .', 'Google dividend increase reflects confident profit growth for YouTube monetization .', 'Google shares dropped on weak AI product launches demand and lower guidance .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-03-18,"['Google announced partnership to boost AI product launches growth and revenue gain .', 'Google posted record revenue as cloud platform services surged beyond expectations .', 'Google announced layoffs amid AI product launches slowdown and restructuring .']","['positive', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-03-19,"['Google AI product launches valuations remained within historical ranges .', 'Google slower cloud platform services demand and falling margins proved disappointing .', 'Google exceeded revenue targets as rising search advertising demand boosted growth .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 1.0]"
2020-03-20,"['Google upgrade by analysts citing strong AI product launches growth and higher margin .', 'Google exceeded revenue targets as rising YouTube monetization demand boosted growth .', 'Google market activity reflected standard YouTube monetization volumes .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.0]"
2020-03-23,"['Google announced routine updates on AI product launches business plans .', 'Google slower cloud platform services demand and falling margins proved disappointing .', 'Google reduced search advertising investment amid concern about further losses .']","['neutral', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, -1.0]"
2020-03-24,"['Google disappointing cloud platform services results led to sell-off and negative sentiment .', 'Google faced pressure from YouTube monetization decline and reduced margins .', 'Google losses and deficit from YouTube monetization challenges disappointed investors .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-25,"['Google recovery in AI product launches drove higher profit and record revenue increase .', 'Google recovery in cloud platform services drove higher profit and record revenue increase .', 'Google return on AI product launches investment exceeded expectations with surplus .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-03-26,"['Google outperform the sector with strong search advertising demand and efficient operations .', 'Google delivered record profit reflecting innovation in AI product launches .', 'Google downgrade followed weak cloud platform services and lower outlook .']","['negative', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-03-27,"['Google posted record revenue as YouTube monetization surged beyond expectations .', 'Google debt and AI product launches decline created financial pressure .', 'Google quarterly review highlighted steady AI product launches performance .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 0.0]"
2020-03-30,"['Google cloud platform services business continued gradual development this quarter .', 'Google announced layoffs amid AI product launches slowdown and restructuring .', 'Google industry observers noted mixed signals for AI product launches .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 0.0]"
2020-03-31,"['Google delivered record profit reflecting innovation in AI product launches .', 'Google posted record revenue as YouTube monetization surged beyond expectations .', 'Google reported strong profit growth driven by higher AI product launches demand .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-01,"['Google quarterly review highlighted steady AI product launches performance .', 'Google benefited from rising demand for cloud platform services with improved profit margin .', 'Google sector conditions showed typical patterns for cloud platform services .']","['neutral', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 0.0]"
2020-04-02,"['Google slower search advertising demand and falling margins proved disappointing .', 'Google cloud platform services outlook remains mixed with balanced factors .', 'Google announced layoffs amid AI product launches slowdown and restructuring .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-04-03,"['Google dividend increase reflects confident profit growth for YouTube monetization .', 'Google delivered record profit reflecting innovation in AI product launches .', 'Google shares dropped on weak AI product launches demand and lower guidance .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-04-06,"['Google achieved robust expansion with strong gain in cloud platform services .', 'Google fell amid uncertainty over AI product launches and downside risk .', 'Google outperform the sector with strong search advertising demand and efficient operations .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-04-07,"['Google reduced search advertising investment amid concern about further losses .', 'Google debt and AI product launches decline created financial pressure .', 'Google fell amid uncertainty over search advertising and downside risk .']","['positive', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-04-08,"['Google return on search advertising investment exceeded expectations with surplus .', 'Google governance review of YouTube monetization operations found no issues .', 'Google announced routine updates on AI product launches business plans .']","['neutral', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 0.0]"
2020-04-09,"['Google reported strong profit growth driven by higher AI product launches demand .', 'Google breakthrough in search advertising drove innovation and profit expansion .', 'Google upgrade by analysts citing strong YouTube monetization growth and higher margin .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-13,"['Google losses and deficit from AI product launches challenges disappointed investors .', 'Google participated in conference with search advertising presentations .', 'Google released standard YouTube monetization financial disclosures and filings .', 'Google reported search advertising performance consistent with consensus .', 'Google cloud platform services metrics tracked within expected parameters .', 'Google warning about search advertising decline raised concern among investors .']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'negative']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 0.0, 0.0, 0.0, -1.0]"
2020-04-14,"['Google profit drop amid AI product launches weakness raised default concern .', 'Google market activity reflected standard YouTube monetization volumes .', 'Google industry observers noted mixed signals for YouTube monetization .']","['negative', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 0.0]"
2020-04-15,"['Google reported strong profit growth driven by higher cloud platform services demand .', 'Google upgrade by analysts citing strong YouTube monetization growth and higher margin .', 'Google delivered record profit reflecting innovation in AI product launches .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-16,"['Google search advertising business continued gradual development this quarter .', 'Google reported loss as AI product launches revenue fell amid weak demand .', 'Google benefited from rising demand for AI product launches with improved profit margin .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 1.0]"
2020-04-17,"['Google warning about YouTube monetization decline raised concern among investors .', 'Google return on AI product launches investment exceeded expectations with surplus .', 'Google industry observers noted mixed signals for search advertising .']","['negative', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 0.0]"
2020-04-20,"['Google participated in conference with search advertising presentations .', 'Google beat estimates with improved margin and rising cloud platform services momentum .', 'Google achieved robust expansion with strong gain in AI product launches .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 1.0]"
2020-04-21,"['Google achieved robust expansion with strong gain in cloud platform services .', 'Google missed cloud platform services targets as demand decrease and slowdown continued .', 'Google recovery in AI product launches drove higher profit and record revenue increase .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-04-22,"['Google reduced cloud platform services investment amid concern about further losses .', 'Google missed search advertising targets as demand decrease and slowdown continued .', 'Google announced partnership to boost YouTube monetization growth and revenue gain .']","['positive', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-04-23,"['Google posted record revenue as cloud platform services surged beyond expectations .', 'Google YouTube monetization outlook remains mixed with balanced factors .', 'Google delivered record profit reflecting innovation in cloud platform services .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 1.0]"
2020-04-24,"['Google delivered record profit reflecting innovation in cloud platform services .', 'Google announced layoffs amid cloud platform services slowdown and restructuring .', 'Google YouTube monetization valuations remained within historical ranges .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 0.0]"
2020-04-27,"['Google released standard cloud platform services financial disclosures and filings .', 'Google warning about search advertising decline raised concern among investors .', 'Google reported YouTube monetization performance consistent with consensus .']","['neutral', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 0.0]"
2020-04-28,"['Google announced routine updates on AI product launches business plans .', 'Google YouTube monetization outlook remains mixed with balanced factors .', 'Google YouTube monetization business continued gradual development this quarter .']","['neutral', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0]"
2020-04-29,"['Google announced layoffs amid AI product launches slowdown and restructuring .', 'Google achieved robust expansion with strong gain in search advertising .', 'Google reduced cloud platform services investment amid concern about further losses .']","['negative', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-04-30,"['Google raised its growth forecast citing strong search advertising demand .', 'Google recovery in YouTube monetization drove higher profit and record revenue increase .', 'Google dividend increase reflects confident profit growth for YouTube monetization .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-05-01,"['Google warning about cloud platform services decline raised concern among investors .', 'Google surged on positive outlook for cloud platform services with higher revenue .', 'Google traded in a narrow range as AI product launches news was expected .']","['neutral', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 0.0]"
2020-05-04,"['Google traded in a narrow range as cloud platform services news was expected .', 'Google market activity reflected standard YouTube monetization volumes .', 'Google fell amid uncertainty over cloud platform services and downside risk .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, -1.0]"
2020-05-05,"['Google outperform the sector with strong cloud platform services demand and efficient operations .', 'Google industry observers noted mixed signals for cloud platform services .', 'Google reported search advertising performance consistent with consensus .']","['positive', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 0.0]"
2020-05-06,"['Google released standard search advertising financial disclosures and filings .', 'Google upgrade by analysts citing strong YouTube monetization growth and higher margin .', 'Google confirmed alignment with YouTube monetization priorities announced earlier .']","['neutral', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 0.0]"
2020-05-07,"['Google beat estimates with improved margin and rising YouTube monetization momentum .', 'Google governance review of AI product launches operations found no issues .', 'Google cloud platform services outlook remains mixed with balanced factors .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 0.0]"
2020-05-08,"['Google YouTube monetization business continued gradual development this quarter .', 'Google recall and fine risk created uncertainty for AI product launches .', 'Google surged on positive outlook for AI product launches with higher revenue .']","['neutral', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 1.0]"
2020-05-11,"['Google delivered record profit reflecting innovation in search advertising .', 'Google dividend increase reflects confident profit growth for YouTube monetization .', 'Google missed AI product launches targets as demand decrease and slowdown continued .']","['neutral', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-05-12,"['Google acquisition strengthens search advertising and boosts revenue upside .', 'Google management discussed cloud platform services strategy at the briefing .', 'Google recall and fine risk created uncertainty for YouTube monetization .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, -1.0]"
2020-05-13,"['Google upgrade by analysts citing strong search advertising growth and higher margin .', 'Google profit drop amid AI product launches weakness raised default concern .', 'Google shares dropped on weak YouTube monetization demand and lower guidance .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-05-14,"['Google shares dropped on weak cloud platform services demand and lower guidance .', 'Google exceeded revenue targets as rising cloud platform services demand boosted growth .', 'Google profit drop amid search advertising weakness raised default concern .']","['negative', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-05-15,"['Google recall and fine risk created uncertainty for search advertising .', 'Google AI product launches outlook remains mixed with balanced factors .', 'Google impairment and writedown from YouTube monetization reduced overall profit .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-05-18,"['Google market activity reflected standard YouTube monetization volumes .', 'Google faces lawsuit risk and penalty concern impacting search advertising .', 'Google participated in conference with YouTube monetization presentations .']","['neutral', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 0.0]"
