date,texts,labels,sources,scores
2020-01-21,"['Microsoft Azure cloud services valuations remained within historical ranges .', 'Microsoft sector conditions showed typical patterns for AI and gaming .', 'Microsoft recall and fine risk created uncertainty for Azure cloud services .', 'Microsoft governance review of AI and gaming operations found no issues .', 'Microsoft reported enterprise software performance consistent with consensus .', 'Microsoft breakthrough in AI and gaming drove innovation and profit expansion .']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, -1.0, 0.0, 0.0, 1.0]"
2020-01-22,"['Microsoft upgrade by analysts citing strong Office and productivity growth and higher margin .', 'Microsoft participated in conference with Office and productivity presentations .', 'Microsoft reported loss as Office and productivity revenue fell amid weak demand .']","['neutral', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, -1.0]"
2020-01-23,"['Microsoft profit drop amid AI and gaming weakness raised default concern .', 'Microsoft maintained stable Office and productivity operations with results in line .', 'Microsoft Office and productivity business continued gradual development this quarter .']","['negative', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 0.0]"
2020-01-24,"['Microsoft provided update on enterprise software operations and near-term plans .', 'Microsoft governance review of AI and gaming operations found no issues .', 'Microsoft Azure cloud services valuations remained within historical ranges .']","['neutral', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0]"
2020-01-27,"['Microsoft fell amid uncertainty over AI and gaming and downside risk .', 'Microsoft reported loss as AI and gaming revenue fell amid weak demand .', 'Microsoft reported losses driven by weak Office and productivity with lower margins .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-01-28,"['Microsoft quarterly review highlighted steady AI and gaming performance .', 'Microsoft Office and productivity outlook remains mixed with balanced factors .', 'Microsoft Azure cloud services business continued gradual development this quarter .']","['negative', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0]"
2020-01-29,"['Microsoft announced partnership to boost Azure cloud services growth and revenue gain .', 'Microsoft breakthrough in enterprise software drove innovation and profit expansion .', 'Microsoft beat estimates with improved margin and rising Azure cloud services momentum .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-01-30,"['Microsoft posted record revenue as AI and gaming surged beyond expectations .', 'Microsoft acquisition strengthens enterprise software and boosts revenue upside .', 'Microsoft confirmed alignment with enterprise software priorities announced earlier .']","['negative', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.0]"
2020-01-31,"['Microsoft delivered record profit reflecting innovation in Office and productivity .', 'Microsoft Office and productivity valuations remained within historical ranges .', 'Microsoft traded in a narrow range as enterprise software news was expected .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 0.0]"
2020-02-03,"['Microsoft recall and fine risk created uncertainty for Office and productivity .', 'Microsoft industry observers noted mixed signals for enterprise software .', 'Microsoft cut its forecast citing risk of Azure cloud services contraction .']","['neutral', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-02-04,"['Microsoft debt and Office and productivity decline created financial pressure .', 'Microsoft cut its forecast citing risk of Azure cloud services contraction .', 'Microsoft slower enterprise software demand and falling margins proved disappointing .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-02-05,"['Microsoft posted record revenue as Office and productivity surged beyond expectations .', 'Microsoft reported strong profit growth driven by higher Office and productivity demand .', 'Microsoft announced partnership to boost enterprise software growth and revenue gain .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-02-06,"['Microsoft announced routine updates on Azure cloud services business plans .', 'Microsoft released standard Azure cloud services financial disclosures and filings .', 'Microsoft scheduled enterprise software business review with typical agenda .']","['neutral', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0]"
2020-02-07,"['Microsoft return on Office and productivity investment exceeded expectations with surplus .', 'Microsoft breakthrough in Azure cloud services drove innovation and profit expansion .', 'Microsoft operational activity in AI and gaming continued normal trajectory .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.0]"
2020-02-10,"['Microsoft operational activity in Office and productivity continued normal trajectory .', 'Microsoft reported strong profit growth driven by higher enterprise software demand .', 'Microsoft enterprise software valuations remained within historical ranges .']","['neutral', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 0.0]"
2020-02-11,"['Microsoft hiring surge reflects robust AI and gaming demand and growth momentum .', 'Microsoft posted record revenue as Office and productivity surged beyond expectations .', 'Microsoft benefited from rising demand for Office and productivity with improved profit margin .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-02-12,"['Microsoft warning about Azure cloud services decline raised concern among investors .', 'Microsoft debt and enterprise software decline created financial pressure .', 'Microsoft faced pressure from AI and gaming decline and reduced margins .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-02-13,"['Microsoft acquisition strengthens Office and productivity and boosts revenue upside .', 'Microsoft return on Azure cloud services investment exceeded expectations with surplus .', 'Microsoft win major deals boosting momentum in enterprise software revenue expansion .']","['negative', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-02-14,"['Microsoft downgrade followed weak Azure cloud services and lower outlook .', 'Microsoft losses and deficit from AI and gaming challenges disappointed investors .', 'Microsoft faces lawsuit risk and penalty concern impacting AI and gaming .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-02-18,"['Microsoft surged on positive outlook for enterprise software with higher revenue .', 'Microsoft participated in conference with enterprise software presentations .', 'Microsoft sector conditions showed typical patterns for enterprise software .', 'Microsoft enterprise software valuations remained within historical ranges .', 'Microsoft Office and productivity metrics tracked within expected parameters .', 'Microsoft reported strong profit growth driven by higher AI and gaming demand .']","['neutral', 'neutral', 'neutral', 'neutral', 'positive', 'positive']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2020-02-19,"['Microsoft traded in a narrow range as Office and productivity news was expected .', 'Microsoft shares dropped on weak Azure cloud services demand and lower guidance .', 'Microsoft shares dropped on weak Azure cloud services demand and lower guidance .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, -1.0]"
2020-02-20,"['Microsoft achieved robust expansion with strong gain in Azure cloud services .', 'Microsoft operational activity in AI and gaming continued normal trajectory .', 'Microsoft enterprise software valuations remained within historical ranges .']","['positive', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 0.0]"
2020-02-21,"['Microsoft fell amid uncertainty over Azure cloud services and downside risk .', 'Microsoft warning about Azure cloud services decline raised concern among investors .', 'Microsoft raised its growth forecast citing strong enterprise software demand .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-02-24,"['Microsoft warning about Azure cloud services decline raised concern among investors .', 'Microsoft slower Office and productivity demand and falling margins proved disappointing .', 'Microsoft confirmed alignment with enterprise software priorities announced earlier .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-02-25,"['Microsoft recall and fine risk created uncertainty for Azure cloud services .', 'Microsoft announced layoffs amid enterprise software slowdown and restructuring .', 'Microsoft disappointing Azure cloud services results led to sell-off and negative sentiment .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-02-26,"['Microsoft warning about Azure cloud services decline raised concern among investors .', 'Microsoft quarterly review highlighted steady AI and gaming performance .', 'Microsoft enterprise software outlook remains mixed with balanced factors .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 0.0]"
2020-02-27,"['Microsoft benefited from rising demand for Office and productivity with improved profit margin .', 'Microsoft acquisition strengthens Office and productivity and boosts revenue upside .', 'Microsoft reported strong profit growth driven by higher enterprise software demand .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-02-28,"['Microsoft recall and fine risk created uncertainty for Azure cloud services .', 'Microsoft recall and fine risk created uncertainty for enterprise software .', 'Microsoft delivered record profit reflecting innovation in enterprise software .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-03-02,"['Microsoft recovery in enterprise software drove higher profit and record revenue increase .', 'Microsoft disappointing AI and gaming results led to sell-off and negative sentiment .', 'Microsoft scheduled Office and productivity business review with typical agenda .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 0.0]"
2020-03-03,"['Microsoft exceeded revenue targets as rising enterprise software demand boosted growth .', 'Microsoft dividend increase reflects confident profit growth for Office and productivity .', 'Microsoft provided update on Office and productivity operations and near-term plans .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.0]"
2020-03-04,"['Microsoft faced pressure from Azure cloud services decline and reduced margins .', 'Microsoft delivered record profit reflecting innovation in Azure cloud services .', 'Microsoft fell amid uncertainty over Azure cloud services and downside risk .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-03-05,"['Microsoft Azure cloud services outlook remains mixed with balanced factors .', 'Microsoft breakthrough in enterprise software drove innovation and profit expansion .', 'Microsoft beat estimates with improved margin and rising Office and productivity momentum .']","['neutral', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 1.0]"
2020-03-06,"['Microsoft quarterly review highlighted steady Office and productivity performance .', 'Microsoft scheduled enterprise software business review with typical agenda .', 'Microsoft upgrade by analysts citing strong enterprise software growth and higher margin .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 1.0]"
2020-03-09,"['Microsoft missed Azure cloud services targets as demand decrease and slowdown continued .', 'Microsoft quarterly review highlighted steady Office and productivity performance .', 'Microsoft hiring surge reflects robust Office and productivity demand and growth momentum .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 1.0]"
2020-03-10,"['Microsoft warning about Azure cloud services decline raised concern among investors .', 'Microsoft shares dropped on weak enterprise software demand and lower guidance .', 'Microsoft traded in a narrow range as Office and productivity news was expected .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-03-11,"['Microsoft raised its growth forecast citing strong Office and productivity demand .', 'Microsoft acquisition strengthens AI and gaming and boosts revenue upside .', 'Microsoft faced pressure from AI and gaming decline and reduced margins .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-03-12,"['Microsoft recall and fine risk created uncertainty for AI and gaming .', 'Microsoft announced layoffs amid AI and gaming slowdown and restructuring .', 'Microsoft return on AI and gaming investment exceeded expectations with surplus .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-03-13,"['Microsoft reported losses driven by weak enterprise software with lower margins .', 'Microsoft faces lawsuit risk and penalty concern impacting enterprise software .', 'Microsoft faced pressure from enterprise software decline and reduced margins .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-16,"['Microsoft win major deals boosting momentum in enterprise software revenue expansion .', 'Microsoft dividend increase reflects confident profit growth for Azure cloud services .', 'Microsoft breakthrough in Office and productivity drove innovation and profit expansion .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-03-17,"['Microsoft announced layoffs amid enterprise software slowdown and restructuring .', 'Microsoft losses and deficit from AI and gaming challenges disappointed investors .', 'Microsoft missed estimates with disappointing enterprise software decline .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-18,"['Microsoft shares dropped on weak enterprise software demand and lower guidance .', 'Microsoft recall and fine risk created uncertainty for Azure cloud services .', 'Microsoft reported strong profit growth driven by higher AI and gaming demand .']","['positive', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-03-19,"['Microsoft faces lawsuit risk and penalty concern impacting AI and gaming .', 'Microsoft warning about Azure cloud services decline raised concern among investors .', 'Microsoft downgrade followed weak Azure cloud services and lower outlook .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-20,"['Microsoft shares dropped on weak enterprise software demand and lower guidance .', 'Microsoft acquisition strengthens Office and productivity and boosts revenue upside .', 'Microsoft raised its growth forecast citing strong enterprise software demand .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-03-23,"['Microsoft shares dropped on weak Azure cloud services demand and lower guidance .', 'Microsoft reported losses driven by weak Office and productivity with lower margins .', 'Microsoft faces lawsuit risk and penalty concern impacting Office and productivity .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-24,"['Microsoft delivered record profit reflecting innovation in Azure cloud services .', 'Microsoft fell amid uncertainty over Azure cloud services and downside risk .', 'Microsoft recall and fine risk created uncertainty for Office and productivity .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-03-25,"['Microsoft acquisition strengthens Office and productivity and boosts revenue upside .', 'Microsoft outperform the sector with strong enterprise software demand and efficient operations .', 'Microsoft delivered record profit reflecting innovation in Office and productivity .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-03-26,"['Microsoft benefited from rising demand for Office and productivity with improved profit margin .', 'Microsoft traded in a narrow range as enterprise software news was expected .', 'Microsoft reduced enterprise software investment amid concern about further losses .']","['positive', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, -1.0]"
2020-03-27,"['Microsoft recovery in Azure cloud services drove higher profit and record revenue increase .', 'Microsoft traded in a narrow range as AI and gaming news was expected .', 'Microsoft profit drop amid Office and productivity weakness raised default concern .']","['positive', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, -1.0]"
2020-03-30,"['Microsoft disappointing Office and productivity results led to sell-off and negative sentiment .', 'Microsoft dividend increase reflects confident profit growth for Azure cloud services .', 'Microsoft warning about Office and productivity decline raised concern among investors .']","['negative', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-03-31,"['Microsoft acquisition strengthens Office and productivity and boosts revenue upside .', 'Microsoft market activity reflected standard Office and productivity volumes .', 'Microsoft cut its forecast citing risk of AI and gaming contraction .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, -1.0]"
2020-04-01,"['Microsoft recovery in Office and productivity drove higher profit and record revenue increase .', 'Microsoft faced pressure from AI and gaming decline and reduced margins .', 'Microsoft reduced enterprise software investment amid concern about further losses .']","['positive', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-04-02,"['Microsoft operational activity in Azure cloud services continued normal trajectory .', 'Microsoft reported loss as enterprise software revenue fell amid weak demand .', 'Microsoft faced pressure from AI and gaming decline and reduced margins .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, -1.0]"
2020-04-03,"['Microsoft fell amid uncertainty over Azure cloud services and downside risk .', 'Microsoft acquisition strengthens enterprise software and boosts revenue upside .', 'Microsoft disappointing AI and gaming results led to sell-off and negative sentiment .']","['negative', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-04-06,"['Microsoft win major deals boosting momentum in enterprise software revenue expansion .', 'Microsoft missed enterprise software targets as demand decrease and slowdown continued .', 'Microsoft released standard Azure cloud services financial disclosures and filings .']","['neutral', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 0.0]"
2020-04-07,"['Microsoft breakthrough in AI and gaming drove innovation and profit expansion .', 'Microsoft exceeded revenue targets as rising AI and gaming demand boosted growth .', 'Microsoft posted record revenue as Office and productivity surged beyond expectations .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-08,"['Microsoft announced routine updates on enterprise software business plans .', 'Microsoft reported loss as enterprise software revenue fell amid weak demand .', 'Microsoft fell amid uncertainty over enterprise software and downside risk .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, -1.0]"
2020-04-09,"['Microsoft slower Office and productivity demand and falling margins proved disappointing .', 'Microsoft participated in conference with Office and productivity presentations .', 'Microsoft missed estimates with disappointing enterprise software decline .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-04-13,"['Microsoft released standard Azure cloud services financial disclosures and filings .', 'Microsoft scheduled Office and productivity business review with typical agenda .', 'Microsoft provided update on enterprise software operations and near-term plans .', 'Microsoft participated in conference with Office and productivity presentations .', 'Microsoft announced routine updates on Office and productivity business plans .', 'Microsoft operational activity in enterprise software continued normal trajectory .']","['neutral', 'neutral', 'neutral', 'neutral', 'negative', 'neutral']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2020-04-14,"['Microsoft governance review of enterprise software operations found no issues .', 'Microsoft market activity reflected standard Azure cloud services volumes .', 'Microsoft quarterly review highlighted steady AI and gaming performance .']","['neutral', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0]"
2020-04-15,"['Microsoft outperform the sector with strong Azure cloud services demand and efficient operations .', 'Microsoft AI and gaming business continued gradual development this quarter .', 'Microsoft warning about Azure cloud services decline raised concern among investors .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, -1.0]"
2020-04-16,"['Microsoft recall and fine risk created uncertainty for AI and gaming .', 'Microsoft missed estimates with disappointing enterprise software decline .', 'Microsoft recall and fine risk created uncertainty for AI and gaming .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-04-17,"['Microsoft benefited from rising demand for Azure cloud services with improved profit margin .', 'Microsoft delivered record profit reflecting innovation in Office and productivity .', 'Microsoft benefited from rising demand for Azure cloud services with improved profit margin .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-20,"['Microsoft maintained stable Office and productivity operations with results in line .', 'Microsoft acquisition strengthens Office and productivity and boosts revenue upside .', 'Microsoft warning about Office and productivity decline raised concern among investors .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, -1.0]"
2020-04-21,"['Microsoft cut its forecast citing risk of AI and gaming contraction .', 'Microsoft missed Azure cloud services targets as demand decrease and slowdown continued .', 'Microsoft provided update on AI and gaming operations and near-term plans .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-04-22,"['Microsoft win major deals boosting momentum in enterprise software revenue expansion .', 'Microsoft disappointing enterprise software results led to sell-off and negative sentiment .', 'Microsoft reported losses driven by weak Office and productivity with lower margins .']","['positive', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-04-23,"['Microsoft breakthrough in AI and gaming drove innovation and profit expansion .', 'Microsoft hiring surge reflects robust AI and gaming demand and growth momentum .', 'Microsoft acquisition strengthens Office and productivity and boosts revenue upside .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-24,"['Microsoft faces lawsuit risk and penalty concern impacting AI and gaming .', 'Microsoft fell amid uncertainty over enterprise software and downside risk .', 'Microsoft operational activity in Azure cloud services continued normal trajectory .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-04-27,"['Microsoft warning about Office and productivity decline raised concern among investors .', 'Microsoft breakthrough in enterprise software drove innovation and profit expansion .', 'Microsoft dividend increase reflects confident profit growth for Office and productivity .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-04-28,"['Microsoft released standard Office and productivity financial disclosures and filings .', 'Microsoft profit drop amid Azure cloud services weakness raised default concern .', 'Microsoft governance review of enterprise software operations found no issues .']","['neutral', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 0.0]"
2020-04-29,"['Microsoft missed estimates with disappointing enterprise software decline .', 'Microsoft faces lawsuit risk and penalty concern impacting Azure cloud services .', 'Microsoft industry observers noted mixed signals for Azure cloud services .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-04-30,"['Microsoft return on Azure cloud services investment exceeded expectations with surplus .', 'Microsoft surged on positive outlook for Azure cloud services with higher revenue .', 'Microsoft return on AI and gaming investment exceeded expectations with surplus .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-05-01,"['Microsoft participated in conference with Azure cloud services presentations .', 'Microsoft missed estimates with disappointing Office and productivity decline .', 'Microsoft governance review of Office and productivity operations found no issues .']","['neutral', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 0.0]"
2020-05-04,"['Microsoft participated in conference with enterprise software presentations .', 'Microsoft missed Office and productivity targets as demand decrease and slowdown continued .', 'Microsoft outperform the sector with strong Azure cloud services demand and efficient operations .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 1.0]"
2020-05-05,"['Microsoft fell amid uncertainty over AI and gaming and downside risk .', 'Microsoft return on Azure cloud services investment exceeded expectations with surplus .', 'Microsoft slower AI and gaming demand and falling margins proved disappointing .']","['negative', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-05-06,"['Microsoft participated in conference with AI and gaming presentations .', 'Microsoft dividend increase reflects confident profit growth for Office and productivity .', 'Microsoft acquisition strengthens Office and productivity and boosts revenue upside .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 1.0]"
2020-05-07,"['Microsoft quarterly review highlighted steady AI and gaming performance .', 'Microsoft dividend increase reflects confident profit growth for Azure cloud services .', 'Microsoft announced partnership to boost enterprise software growth and revenue gain .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 1.0]"
2020-05-08,"['Microsoft management discussed enterprise software strategy at the briefing .', 'Microsoft reported losses driven by weak enterprise software with lower margins .', 'Microsoft upgrade by analysts citing strong Office and productivity growth and higher margin .']","['positive', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 1.0]"
