date,texts,labels,sources,scores
2020-02-11,"['Amazon AWS cloud services business continued gradual development this quarter .', 'Amazon hiring surge reflects robust AWS cloud services demand and growth momentum .', 'Amazon acquisition strengthens advertising revenue and boosts revenue upside .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 1.0]"
2020-02-12,"['Amazon upgrade by analysts citing strong Prime membership growth and higher margin .', 'Amazon exceeded revenue targets as rising advertising revenue demand boosted growth .', 'Amazon upgrade by analysts citing strong e-commerce operations growth and higher margin .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-02-13,"['Amazon management discussed e-commerce operations strategy at the briefing .', 'Amazon industry observers noted mixed signals for AWS cloud services .', 'Amazon slower e-commerce operations demand and falling margins proved disappointing .']","['neutral', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, -1.0]"
2020-02-14,"['Amazon cut its forecast citing risk of advertising revenue contraction .', 'Amazon benefited from rising demand for e-commerce operations with improved profit margin .', 'Amazon reported losses driven by weak advertising revenue with lower margins .']","['negative', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-02-18,"['Amazon maintained stable advertising revenue operations with results in line .', 'Amazon released standard e-commerce operations financial disclosures and filings .', 'Amazon released standard AWS cloud services financial disclosures and filings .', 'Amazon debt and AWS cloud services decline created financial pressure .', 'Amazon reported losses driven by weak e-commerce operations with lower margins .', 'Amazon e-commerce operations business continued gradual development this quarter .']","['neutral', 'neutral', 'neutral', 'negative', 'negative', 'neutral']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[0.7803711384895772, 0.0, 0.0, -1.0, -1.0, 0.0]"
2020-02-19,"['Amazon quarterly review highlighted steady AWS cloud services performance .', 'Amazon disappointing advertising revenue results led to sell-off and negative sentiment .', 'Amazon announced routine updates on e-commerce operations business plans .']","['neutral', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 0.0]"
2020-02-20,"['Amazon dividend increase reflects confident profit growth for advertising revenue .', 'Amazon AWS cloud services business continued gradual development this quarter .', 'Amazon scheduled e-commerce operations business review with typical agenda .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 0.0]"
2020-02-21,"['Amazon market activity reflected standard Prime membership volumes .', 'Amazon delivered record profit reflecting innovation in AWS cloud services .', 'Amazon disappointing Prime membership results led to sell-off and negative sentiment .']","['neutral', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, -1.0]"
2020-02-24,"['Amazon debt and AWS cloud services decline created financial pressure .', 'Amazon profit drop amid e-commerce operations weakness raised default concern .', 'Amazon management discussed AWS cloud services strategy at the briefing .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-02-25,"['Amazon reduced AWS cloud services investment amid concern about further losses .', 'Amazon scheduled advertising revenue business review with typical agenda .', 'Amazon hiring surge reflects robust advertising revenue demand and growth momentum .']","['negative', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.8225834059619181, 1.0]"
2020-02-26,"['Amazon missed Prime membership targets as demand decrease and slowdown continued .', 'Amazon downgrade followed weak AWS cloud services and lower outlook .', 'Amazon disappointing AWS cloud services results led to sell-off and negative sentiment .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-02-27,"['Amazon announced partnership to boost AWS cloud services growth and revenue gain .', 'Amazon traded in a narrow range as e-commerce operations news was expected .', 'Amazon missed advertising revenue targets as demand decrease and slowdown continued .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, -1.0]"
2020-02-28,"['Amazon AWS cloud services outlook remains mixed with balanced factors .', 'Amazon exceeded revenue targets as rising AWS cloud services demand boosted growth .', 'Amazon market activity reflected standard Prime membership volumes .']","['neutral', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 0.0]"
2020-03-02,"['Amazon delivered record profit reflecting innovation in AWS cloud services .', 'Amazon debt and Prime membership decline created financial pressure .', 'Amazon cut its forecast citing risk of advertising revenue contraction .']","['positive', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-03-03,"['Amazon win major deals boosting momentum in Prime membership revenue expansion .', 'Amazon reported loss as Prime membership revenue fell amid weak demand .', 'Amazon upgrade by analysts citing strong AWS cloud services growth and higher margin .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-03-04,"['Amazon operational activity in Prime membership continued normal trajectory .', 'Amazon management discussed e-commerce operations strategy at the briefing .', 'Amazon industry observers noted mixed signals for Prime membership .']","['neutral', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0]"
2020-03-05,"['Amazon delivered record profit reflecting innovation in advertising revenue .', 'Amazon participated in conference with e-commerce operations presentations .', 'Amazon benefited from rising demand for e-commerce operations with improved profit margin .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 1.0]"
2020-03-06,"['Amazon warning about advertising revenue decline raised concern among investors .', 'Amazon achieved robust expansion with strong gain in advertising revenue .', 'Amazon missed e-commerce operations targets as demand decrease and slowdown continued .']","['negative', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-03-09,"['Amazon slower AWS cloud services demand and falling margins proved disappointing .', 'Amazon recovery in e-commerce operations drove higher profit and record revenue increase .', 'Amazon governance review of advertising revenue operations found no issues .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 0.7803711384895772]"
2020-03-10,"['Amazon reported losses driven by weak advertising revenue with lower margins .', 'Amazon reported loss as e-commerce operations revenue fell amid weak demand .', 'Amazon losses and deficit from Prime membership challenges disappointed investors .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-11,"['Amazon debt and e-commerce operations decline created financial pressure .', 'Amazon faces lawsuit risk and penalty concern impacting advertising revenue .', 'Amazon benefited from rising demand for advertising revenue with improved profit margin .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-03-12,"['Amazon slower advertising revenue demand and falling margins proved disappointing .', 'Amazon e-commerce operations metrics tracked within expected parameters .', 'Amazon losses and deficit from AWS cloud services challenges disappointed investors .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-03-13,"['Amazon missed Prime membership targets as demand decrease and slowdown continued .', 'Amazon reported losses driven by weak Prime membership with lower margins .', 'Amazon e-commerce operations metrics tracked within expected parameters .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-03-16,"['Amazon reported strong profit growth driven by higher advertising revenue demand .', 'Amazon operational activity in AWS cloud services continued normal trajectory .', 'Amazon Prime membership metrics tracked within expected parameters .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 0.0]"
2020-03-17,"['Amazon maintained stable Prime membership operations with results in line .', 'Amazon reported loss as AWS cloud services revenue fell amid weak demand .', 'Amazon released standard Prime membership financial disclosures and filings .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 0.0]"
2020-03-18,"['Amazon return on advertising revenue investment exceeded expectations with surplus .', 'Amazon upgrade by analysts citing strong e-commerce operations growth and higher margin .', 'Amazon debt and Prime membership decline created financial pressure .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-03-19,"['Amazon fell amid uncertainty over AWS cloud services and downside risk .', 'Amazon benefited from rising demand for advertising revenue with improved profit margin .', 'Amazon recovery in Prime membership drove higher profit and record revenue increase .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-03-20,"['Amazon posted record revenue as e-commerce operations surged beyond expectations .', 'Amazon reported strong profit growth driven by higher AWS cloud services demand .', 'Amazon posted record revenue as AWS cloud services surged beyond expectations .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-03-23,"['Amazon faces lawsuit risk and penalty concern impacting Prime membership .', 'Amazon advertising revenue metrics tracked within expected parameters .', 'Amazon reported losses driven by weak AWS cloud services with lower margins .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.8724814566707985, -1.0]"
2020-03-24,"['Amazon advertising revenue outlook remains mixed with balanced factors .', 'Amazon delivered record profit reflecting innovation in e-commerce operations .', 'Amazon surged on positive outlook for Prime membership with higher revenue .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.8225834059619181, 1.0, 1.0]"
2020-03-25,"['Amazon benefited from rising demand for AWS cloud services with improved profit margin .', 'Amazon exceeded revenue targets as rising e-commerce operations demand boosted growth .', 'Amazon disappointing advertising revenue results led to sell-off and negative sentiment .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-03-26,"['Amazon advertising revenue outlook remains mixed with balanced factors .', 'Amazon fell amid uncertainty over AWS cloud services and downside risk .', 'Amazon provided update on Prime membership operations and near-term plans .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.8225834059619181, -1.0, 0.0]"
2020-03-27,"['Amazon raised its growth forecast citing strong e-commerce operations demand .', 'Amazon exceeded revenue targets as rising advertising revenue demand boosted growth .', 'Amazon e-commerce operations business continued gradual development this quarter .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.0]"
2020-03-30,"['Amazon surged on positive outlook for e-commerce operations with higher revenue .', 'Amazon downgrade followed weak Prime membership and lower outlook .', 'Amazon recovery in Prime membership drove higher profit and record revenue increase .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-03-31,"['Amazon profit drop amid e-commerce operations weakness raised default concern .', 'Amazon maintained stable e-commerce operations operations with results in line .', 'Amazon Prime membership outlook remains mixed with balanced factors .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 0.0]"
2020-04-01,"['Amazon sector conditions showed typical patterns for Prime membership .', 'Amazon beat estimates with improved margin and rising e-commerce operations momentum .', 'Amazon missed Prime membership targets as demand decrease and slowdown continued .']","['neutral', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, -1.0]"
2020-04-02,"['Amazon warning about Prime membership decline raised concern among investors .', 'Amazon warning about e-commerce operations decline raised concern among investors .', 'Amazon slower e-commerce operations demand and falling margins proved disappointing .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-04-03,"['Amazon confirmed alignment with Prime membership priorities announced earlier .', 'Amazon announced partnership to boost e-commerce operations growth and revenue gain .', 'Amazon dividend increase reflects confident profit growth for AWS cloud services .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 1.0]"
2020-04-06,"['Amazon e-commerce operations metrics tracked within expected parameters .', 'Amazon fell amid uncertainty over Prime membership and downside risk .', 'Amazon recall and fine risk created uncertainty for AWS cloud services .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, -1.0]"
2020-04-07,"['Amazon exceeded revenue targets as rising e-commerce operations demand boosted growth .', 'Amazon hiring surge reflects robust AWS cloud services demand and growth momentum .', 'Amazon surged on positive outlook for advertising revenue with higher revenue .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-08,"['Amazon losses and deficit from AWS cloud services challenges disappointed investors .', 'Amazon raised its growth forecast citing strong Prime membership demand .', 'Amazon impairment and writedown from Prime membership reduced overall profit .']","['negative', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-04-09,"['Amazon acquisition strengthens AWS cloud services and boosts revenue upside .', 'Amazon win major deals boosting momentum in AWS cloud services revenue expansion .', 'Amazon outperform the sector with strong advertising revenue demand and efficient operations .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-13,"['Amazon achieved robust expansion with strong gain in advertising revenue .', 'Amazon quarterly review highlighted steady advertising revenue performance .', 'Amazon industry observers noted mixed signals for advertising revenue .', 'Amazon raised its growth forecast citing strong e-commerce operations demand .', 'Amazon announced routine updates on advertising revenue business plans .', 'Amazon confirmed alignment with advertising revenue priorities announced earlier .']","['neutral', 'neutral', 'neutral', 'positive', 'neutral', 'neutral']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[1.0, 0.8724814566707985, 0.8225834059619181, 1.0, 0.8225834059619181, 0.8225834059619181]"
2020-04-14,"['Amazon raised its growth forecast citing strong Prime membership demand .', 'Amazon hiring surge reflects robust AWS cloud services demand and growth momentum .', 'Amazon reported advertising revenue performance consistent with consensus .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.8724814566707985]"
2020-04-15,"['Amazon announced routine updates on AWS cloud services business plans .', 'Amazon breakthrough in AWS cloud services drove innovation and profit expansion .', 'Amazon upgrade by analysts citing strong Prime membership growth and higher margin .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 1.0]"
2020-04-16,"['Amazon shares soared after record AWS cloud services revenue and strong profit gain .', 'Amazon announced layoffs amid AWS cloud services slowdown and restructuring .', 'Amazon raised its growth forecast citing strong AWS cloud services demand .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-04-17,"['Amazon upgrade by analysts citing strong e-commerce operations growth and higher margin .', 'Amazon exceeded revenue targets as rising e-commerce operations demand boosted growth .', 'Amazon beat estimates with improved margin and rising Prime membership momentum .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-20,"['Amazon acquisition strengthens advertising revenue and boosts revenue upside .', 'Amazon announced layoffs amid AWS cloud services slowdown and restructuring .', 'Amazon impairment and writedown from Prime membership reduced overall profit .']","['positive', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-04-21,"['Amazon AWS cloud services valuations remained within historical ranges .', 'Amazon benefited from rising demand for AWS cloud services with improved profit margin .', 'Amazon recall and fine risk created uncertainty for AWS cloud services .']","['neutral', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, -1.0]"
2020-04-22,"['Amazon slower Prime membership demand and falling margins proved disappointing .', 'Amazon shares dropped on weak e-commerce operations demand and lower guidance .', 'Amazon faces lawsuit risk and penalty concern impacting e-commerce operations .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-04-23,"['Amazon shares soared after record advertising revenue revenue and strong profit gain .', 'Amazon participated in conference with advertising revenue presentations .', 'Amazon impairment and writedown from e-commerce operations reduced overall profit .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.8724814566707985, -1.0]"
2020-04-24,"['Amazon reduced advertising revenue investment amid concern about further losses .', 'Amazon announced layoffs amid advertising revenue slowdown and restructuring .', 'Amazon raised its growth forecast citing strong AWS cloud services demand .']","['positive', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-04-27,"['Amazon confirmed alignment with AWS cloud services priorities announced earlier .', 'Amazon management discussed advertising revenue strategy at the briefing .', 'Amazon delivered record profit reflecting innovation in AWS cloud services .']","['neutral', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.8225834059619181, 1.0]"
2020-04-28,"['Amazon confirmed alignment with Prime membership priorities announced earlier .', 'Amazon disappointing e-commerce operations results led to sell-off and negative sentiment .', 'Amazon participated in conference with e-commerce operations presentations .']","['neutral', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 0.0]"
2020-04-29,"['Amazon impairment and writedown from Prime membership reduced overall profit .', 'Amazon disappointing advertising revenue results led to sell-off and negative sentiment .', 'Amazon missed AWS cloud services targets as demand decrease and slowdown continued .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-04-30,"['Amazon acquisition strengthens e-commerce operations and boosts revenue upside .', 'Amazon operational activity in advertising revenue continued normal trajectory .', 'Amazon announced partnership to boost Prime membership growth and revenue gain .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.8225834059619181, 1.0]"
2020-05-01,"['Amazon recovery in e-commerce operations drove higher profit and record revenue increase .', 'Amazon reported losses driven by weak AWS cloud services with lower margins .', 'Amazon posted record revenue as AWS cloud services surged beyond expectations .']","['negative', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-05-04,"['Amazon warning about Prime membership decline raised concern among investors .', 'Amazon reported losses driven by weak Prime membership with lower margins .', 'Amazon faced pressure from advertising revenue decline and reduced margins .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-05-05,"['Amazon win major deals boosting momentum in advertising revenue revenue expansion .', 'Amazon provided update on AWS cloud services operations and near-term plans .', 'Amazon recall and fine risk created uncertainty for e-commerce operations .']","['positive', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, -1.0]"
2020-05-06,"['Amazon faced pressure from advertising revenue decline and reduced margins .', 'Amazon industry observers noted mixed signals for e-commerce operations .', 'Amazon impairment and writedown from e-commerce operations reduced overall profit .']","['negative', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-05-07,"['Amazon acquisition strengthens Prime membership and boosts revenue upside .', 'Amazon shares dropped on weak e-commerce operations demand and lower guidance .', 'Amazon scheduled AWS cloud services business review with typical agenda .']","['positive', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 0.0]"
2020-05-08,"['Amazon downgrade followed weak e-commerce operations and lower outlook .', 'Amazon impairment and writedown from AWS cloud services reduced overall profit .', 'Amazon reported loss as Prime membership revenue fell amid weak demand .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
