date,texts,labels,sources,scores
2020-01-16,"['NVIDIA sector conditions showed typical patterns for gaming segment .', 'NVIDIA scheduled GPU and AI chip demand business review with typical agenda .', 'NVIDIA reported losses driven by weak data center revenue with lower margins .']","['neutral', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.8098056502007502, -1.0]"
2020-01-17,"['NVIDIA shares dropped on weak data center revenue demand and lower guidance .', 'NVIDIA losses and deficit from GPU and AI chip demand challenges disappointed investors .', 'NVIDIA operational activity in autonomous solutions continued normal trajectory .']","['negative', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-01-21,"['NVIDIA market activity reflected standard gaming segment volumes .', 'NVIDIA reported gaming segment performance consistent with consensus .', 'NVIDIA sector conditions showed typical patterns for gaming segment .', 'NVIDIA data center revenue valuations remained within historical ranges .', 'NVIDIA management discussed GPU and AI chip demand strategy at the briefing .', 'NVIDIA breakthrough in autonomous solutions drove innovation and profit expansion .']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'positive']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0, 0.8225834059619181, 0.8098056502007502, 1.0]"
2020-01-22,"['NVIDIA operational activity in data center revenue continued normal trajectory .', 'NVIDIA scheduled gaming segment business review with typical agenda .', 'NVIDIA reported gaming segment performance consistent with consensus .']","['neutral', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.7803711384895772, 0.0, 0.0]"
2020-01-23,"['NVIDIA win major deals boosting momentum in data center revenue revenue expansion .', 'NVIDIA upgrade by analysts citing strong autonomous solutions growth and higher margin .', 'NVIDIA governance review of data center revenue operations found no issues .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.7440546862768029]"
2020-01-24,"['NVIDIA win major deals boosting momentum in autonomous solutions revenue expansion .', 'NVIDIA governance review of autonomous solutions operations found no issues .', 'NVIDIA exceeded revenue targets as rising gaming segment demand boosted growth .']","['positive', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 1.0]"
2020-01-27,"['NVIDIA announced partnership to boost autonomous solutions growth and revenue gain .', 'NVIDIA maintained stable data center revenue operations with results in line .', 'NVIDIA faces lawsuit risk and penalty concern impacting gaming segment .']","['positive', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.7440546862768029, -1.0]"
2020-01-28,"['NVIDIA participated in conference with autonomous solutions presentations .', 'NVIDIA missed GPU and AI chip demand targets as demand decrease and slowdown continued .', 'NVIDIA reduced data center revenue investment amid concern about further losses .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, -1.0]"
2020-01-29,"['NVIDIA upgrade by analysts citing strong gaming segment growth and higher margin .', 'NVIDIA recall and fine risk created uncertainty for gaming segment .', 'NVIDIA shares soared after record GPU and AI chip demand revenue and strong profit gain .']","['positive', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-01-30,"['NVIDIA faces lawsuit risk and penalty concern impacting autonomous solutions .', 'NVIDIA dividend increase reflects confident profit growth for data center revenue .', 'NVIDIA shares soared after record autonomous solutions revenue and strong profit gain .']","['neutral', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-01-31,"['NVIDIA management discussed data center revenue strategy at the briefing .', 'NVIDIA recovery in GPU and AI chip demand drove higher profit and record revenue increase .', 'NVIDIA provided update on gaming segment operations and near-term plans .']","['negative', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.7803711384895772, 1.0, 0.0]"
2020-02-03,"['NVIDIA impairment and writedown from autonomous solutions reduced overall profit .', 'NVIDIA quarterly review highlighted steady autonomous solutions performance .', 'NVIDIA management discussed autonomous solutions strategy at the briefing .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 0.0]"
2020-02-04,"['NVIDIA posted record revenue as autonomous solutions surged beyond expectations .', 'NVIDIA impairment and writedown from data center revenue reduced overall profit .', 'NVIDIA announced routine updates on data center revenue business plans .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 0.7803711384895772]"
2020-02-05,"['NVIDIA reported strong profit growth driven by higher data center revenue demand .', 'NVIDIA scheduled GPU and AI chip demand business review with typical agenda .', 'NVIDIA outperform the sector with strong GPU and AI chip demand demand and efficient operations .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.8098056502007502, 1.0]"
2020-02-06,"['NVIDIA operational activity in gaming segment continued normal trajectory .', 'NVIDIA benefited from rising demand for GPU and AI chip demand with improved profit margin .', 'NVIDIA missed gaming segment targets as demand decrease and slowdown continued .']","['neutral', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, -1.0]"
2020-02-07,"['NVIDIA dividend increase reflects confident profit growth for gaming segment .', 'NVIDIA benefited from rising demand for GPU and AI chip demand with improved profit margin .', 'NVIDIA missed estimates with disappointing autonomous solutions decline .']","['positive', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-02-10,"['NVIDIA GPU and AI chip demand business continued gradual development this quarter .', 'NVIDIA slower autonomous solutions demand and falling margins proved disappointing .', 'NVIDIA reported loss as autonomous solutions revenue fell amid weak demand .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.8098056502007502, -1.0, -1.0]"
2020-02-11,"['NVIDIA win major deals boosting momentum in autonomous solutions revenue expansion .', 'NVIDIA benefited from rising demand for GPU and AI chip demand with improved profit margin .', 'NVIDIA raised its growth forecast citing strong gaming segment demand .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-02-12,"['NVIDIA participated in conference with gaming segment presentations .', 'NVIDIA sector conditions showed typical patterns for data center revenue .', 'NVIDIA participated in conference with GPU and AI chip demand presentations .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.7803711384895772, 0.8458144161997584]"
2020-02-13,"['NVIDIA reported loss as data center revenue revenue fell amid weak demand .', 'NVIDIA downgrade followed weak GPU and AI chip demand and lower outlook .', 'NVIDIA delivered record profit reflecting innovation in data center revenue .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-02-14,"['NVIDIA return on gaming segment investment exceeded expectations with surplus .', 'NVIDIA losses and deficit from data center revenue challenges disappointed investors .', 'NVIDIA data center revenue outlook remains mixed with balanced factors .']","['neutral', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 0.7803711384895772]"
2020-02-18,"['NVIDIA benefited from rising demand for GPU and AI chip demand with improved profit margin .', 'NVIDIA reported gaming segment performance consistent with consensus .', 'NVIDIA return on gaming segment investment exceeded expectations with surplus .', 'NVIDIA posted record revenue as data center revenue surged beyond expectations .', 'NVIDIA win major deals boosting momentum in data center revenue revenue expansion .', 'NVIDIA quarterly review highlighted steady gaming segment performance .']","['neutral', 'neutral', 'neutral', 'positive', 'positive', 'neutral']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
2020-02-19,"['NVIDIA benefited from rising demand for GPU and AI chip demand with improved profit margin .', 'NVIDIA maintained stable autonomous solutions operations with results in line .', 'NVIDIA reported strong profit growth driven by higher autonomous solutions demand .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 1.0]"
2020-02-20,"['NVIDIA downgrade followed weak GPU and AI chip demand and lower outlook .', 'NVIDIA announced partnership to boost data center revenue growth and revenue gain .', 'NVIDIA exceeded revenue targets as rising GPU and AI chip demand demand boosted growth .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-02-21,"['NVIDIA announced routine updates on autonomous solutions business plans .', 'NVIDIA warning about data center revenue decline raised concern among investors .', 'NVIDIA slower data center revenue demand and falling margins proved disappointing .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, -1.0]"
2020-02-24,"['NVIDIA data center revenue outlook remains mixed with balanced factors .', 'NVIDIA faces lawsuit risk and penalty concern impacting autonomous solutions .', 'NVIDIA reported losses driven by weak GPU and AI chip demand with lower margins .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.7803711384895772, -1.0, -1.0]"
2020-02-25,"['NVIDIA participated in conference with autonomous solutions presentations .', 'NVIDIA faced pressure from data center revenue decline and reduced margins .', 'NVIDIA shares dropped on weak GPU and AI chip demand demand and lower guidance .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, -1.0]"
2020-02-26,"['NVIDIA management discussed data center revenue strategy at the briefing .', 'NVIDIA fell amid uncertainty over data center revenue and downside risk .', 'NVIDIA announced routine updates on autonomous solutions business plans .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.7803711384895772, -1.0, 0.0]"
2020-02-27,"['NVIDIA beat estimates with improved margin and rising data center revenue momentum .', 'NVIDIA maintained stable GPU and AI chip demand operations with results in line .', 'NVIDIA reported strong profit growth driven by higher GPU and AI chip demand demand .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.778036102245446, 1.0]"
2020-02-28,"['NVIDIA downgrade followed weak autonomous solutions and lower outlook .', 'NVIDIA reported GPU and AI chip demand performance consistent with consensus .', 'NVIDIA cut its forecast citing risk of autonomous solutions contraction .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.8458144161997584, -1.0]"
2020-03-02,"['NVIDIA win major deals boosting momentum in data center revenue revenue expansion .', 'NVIDIA announced partnership to boost data center revenue growth and revenue gain .', 'NVIDIA reported strong profit growth driven by higher autonomous solutions demand .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-03-03,"['NVIDIA reported strong profit growth driven by higher data center revenue demand .', 'NVIDIA reported losses driven by weak autonomous solutions with lower margins .', 'NVIDIA recovery in GPU and AI chip demand drove higher profit and record revenue increase .']","['positive', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-03-04,"['NVIDIA impairment and writedown from gaming segment reduced overall profit .', 'NVIDIA faces lawsuit risk and penalty concern impacting gaming segment .', 'NVIDIA fell amid uncertainty over gaming segment and downside risk .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-05,"['NVIDIA recovery in gaming segment drove higher profit and record revenue increase .', 'NVIDIA released standard autonomous solutions financial disclosures and filings .', 'NVIDIA achieved robust expansion with strong gain in GPU and AI chip demand .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 1.0]"
2020-03-06,"['NVIDIA missed autonomous solutions targets as demand decrease and slowdown continued .', 'NVIDIA exceeded revenue targets as rising autonomous solutions demand boosted growth .', 'NVIDIA reported loss as gaming segment revenue fell amid weak demand .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-03-09,"['NVIDIA impairment and writedown from GPU and AI chip demand reduced overall profit .', 'NVIDIA announced routine updates on gaming segment business plans .', 'NVIDIA win major deals boosting momentum in autonomous solutions revenue expansion .']","['negative', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 1.0]"
2020-03-10,"['NVIDIA participated in conference with gaming segment presentations .', 'NVIDIA faced pressure from gaming segment decline and reduced margins .', 'NVIDIA missed estimates with disappointing gaming segment decline .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, -1.0]"
2020-03-11,"['NVIDIA exceeded revenue targets as rising data center revenue demand boosted growth .', 'NVIDIA reported loss as gaming segment revenue fell amid weak demand .', 'NVIDIA fell amid uncertainty over gaming segment and downside risk .']","['positive', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-03-12,"['NVIDIA achieved robust expansion with strong gain in data center revenue .', 'NVIDIA recall and fine risk created uncertainty for autonomous solutions .', 'NVIDIA missed data center revenue targets as demand decrease and slowdown continued .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-03-13,"['NVIDIA losses and deficit from data center revenue challenges disappointed investors .', 'NVIDIA cut its forecast citing risk of data center revenue contraction .', 'NVIDIA provided update on gaming segment operations and near-term plans .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-03-16,"['NVIDIA slower GPU and AI chip demand demand and falling margins proved disappointing .', 'NVIDIA operational activity in autonomous solutions continued normal trajectory .', 'NVIDIA acquisition strengthens gaming segment and boosts revenue upside .']","['neutral', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 1.0]"
2020-03-17,"['NVIDIA fell amid uncertainty over GPU and AI chip demand and downside risk .', 'NVIDIA losses and deficit from data center revenue challenges disappointed investors .', 'NVIDIA reported losses driven by weak GPU and AI chip demand with lower margins .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-18,"['NVIDIA outperform the sector with strong gaming segment demand and efficient operations .', 'NVIDIA return on autonomous solutions investment exceeded expectations with surplus .', 'NVIDIA posted record revenue as gaming segment surged beyond expectations .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-03-19,"['NVIDIA debt and data center revenue decline created financial pressure .', 'NVIDIA disappointing GPU and AI chip demand results led to sell-off and negative sentiment .', 'NVIDIA reported loss as autonomous solutions revenue fell amid weak demand .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-20,"['NVIDIA benefited from rising demand for data center revenue with improved profit margin .', 'NVIDIA achieved robust expansion with strong gain in GPU and AI chip demand .', 'NVIDIA announced partnership to boost autonomous solutions growth and revenue gain .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-03-23,"['NVIDIA announced routine updates on data center revenue business plans .', 'NVIDIA missed gaming segment targets as demand decrease and slowdown continued .', 'NVIDIA reported losses driven by weak data center revenue with lower margins .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.7803711384895772, -1.0, -1.0]"
2020-03-24,"['NVIDIA profit drop amid gaming segment weakness raised default concern .', 'NVIDIA gaming segment outlook remains mixed with balanced factors .', 'NVIDIA management discussed GPU and AI chip demand strategy at the briefing .']","['negative', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 0.8098056502007502]"
2020-03-25,"['NVIDIA upgrade by analysts citing strong autonomous solutions growth and higher margin .', 'NVIDIA slower gaming segment demand and falling margins proved disappointing .', 'NVIDIA recovery in autonomous solutions drove higher profit and record revenue increase .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-03-26,"['NVIDIA market activity reflected standard data center revenue volumes .', 'NVIDIA achieved robust expansion with strong gain in data center revenue .', 'NVIDIA slower gaming segment demand and falling margins proved disappointing .']","['neutral', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.8225834059619181, 1.0, -1.0]"
2020-03-27,"['NVIDIA exceeded revenue targets as rising data center revenue demand boosted growth .', 'NVIDIA GPU and AI chip demand outlook remains mixed with balanced factors .', 'NVIDIA reported autonomous solutions performance consistent with consensus .']","['positive', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.8098056502007502, 0.0]"
2020-03-30,"['NVIDIA impairment and writedown from autonomous solutions reduced overall profit .', 'NVIDIA industry observers noted mixed signals for data center revenue .', 'NVIDIA profit drop amid gaming segment weakness raised default concern .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.7803711384895772, -1.0]"
2020-03-31,"['NVIDIA operational activity in data center revenue continued normal trajectory .', 'NVIDIA delivered record profit reflecting innovation in gaming segment .', 'NVIDIA industry observers noted mixed signals for autonomous solutions .']","['neutral', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.7803711384895772, 1.0, 0.0]"
2020-04-01,"['NVIDIA governance review of data center revenue operations found no issues .', 'NVIDIA industry observers noted mixed signals for autonomous solutions .', 'NVIDIA operational activity in gaming segment continued normal trajectory .']","['neutral', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.7440546862768029, 0.0, 0.0]"
2020-04-02,"['NVIDIA governance review of GPU and AI chip demand operations found no issues .', 'NVIDIA data center revenue valuations remained within historical ranges .', 'NVIDIA delivered record profit reflecting innovation in data center revenue .']","['neutral', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.778036102245446, 0.8225834059619181, 1.0]"
2020-04-03,"['NVIDIA recovery in autonomous solutions drove higher profit and record revenue increase .', 'NVIDIA reported loss as GPU and AI chip demand revenue fell amid weak demand .', 'NVIDIA achieved robust expansion with strong gain in gaming segment .']","['positive', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-04-06,"['NVIDIA profit drop amid gaming segment weakness raised default concern .', 'NVIDIA market activity reflected standard gaming segment volumes .', 'NVIDIA missed estimates with disappointing autonomous solutions decline .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-04-07,"['NVIDIA outperform the sector with strong data center revenue demand and efficient operations .', 'NVIDIA win major deals boosting momentum in autonomous solutions revenue expansion .', 'NVIDIA hiring surge reflects robust autonomous solutions demand and growth momentum .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-08,"['NVIDIA faced pressure from gaming segment decline and reduced margins .', 'NVIDIA beat estimates with improved margin and rising gaming segment momentum .', 'NVIDIA slower data center revenue demand and falling margins proved disappointing .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-04-09,"['NVIDIA upgrade by analysts citing strong GPU and AI chip demand growth and higher margin .', 'NVIDIA debt and GPU and AI chip demand decline created financial pressure .', 'NVIDIA faces lawsuit risk and penalty concern impacting GPU and AI chip demand .']","['positive', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-04-13,"['NVIDIA operational activity in GPU and AI chip demand continued normal trajectory .', 'NVIDIA benefited from rising demand for autonomous solutions with improved profit margin .', 'NVIDIA reported gaming segment performance consistent with consensus .', 'NVIDIA achieved robust expansion with strong gain in gaming segment .', 'NVIDIA profit drop amid autonomous solutions weakness raised default concern .', 'NVIDIA reported losses driven by weak autonomous solutions with lower margins .']","['neutral', 'neutral', 'neutral', 'negative', 'negative', 'negative']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[0.8098056502007502, 1.0, 0.0, 1.0, -1.0, -1.0]"
2020-04-14,"['NVIDIA outperform the sector with strong autonomous solutions demand and efficient operations .', 'NVIDIA missed gaming segment targets as demand decrease and slowdown continued .', 'NVIDIA announced routine updates on autonomous solutions business plans .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 0.0]"
2020-04-15,"['NVIDIA impairment and writedown from autonomous solutions reduced overall profit .', 'NVIDIA delivered record profit reflecting innovation in gaming segment .', 'NVIDIA raised its growth forecast citing strong GPU and AI chip demand demand .']","['neutral', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-04-16,"['NVIDIA profit drop amid autonomous solutions weakness raised default concern .', 'NVIDIA faces lawsuit risk and penalty concern impacting data center revenue .', 'NVIDIA disappointing autonomous solutions results led to sell-off and negative sentiment .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-04-17,"['NVIDIA breakthrough in GPU and AI chip demand drove innovation and profit expansion .', 'NVIDIA breakthrough in data center revenue drove innovation and profit expansion .', 'NVIDIA announced routine updates on gaming segment business plans .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.0]"
2020-04-20,"['NVIDIA slower GPU and AI chip demand demand and falling margins proved disappointing .', 'NVIDIA posted record revenue as data center revenue surged beyond expectations .', 'NVIDIA reported losses driven by weak data center revenue with lower margins .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-04-21,"['NVIDIA losses and deficit from data center revenue challenges disappointed investors .', 'NVIDIA downgrade followed weak autonomous solutions and lower outlook .', 'NVIDIA fell amid uncertainty over autonomous solutions and downside risk .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-04-22,"['NVIDIA disappointing GPU and AI chip demand results led to sell-off and negative sentiment .', 'NVIDIA autonomous solutions outlook remains mixed with balanced factors .', 'NVIDIA faces lawsuit risk and penalty concern impacting data center revenue .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-04-23,"['NVIDIA reported GPU and AI chip demand performance consistent with consensus .', 'NVIDIA return on gaming segment investment exceeded expectations with surplus .', 'NVIDIA downgrade followed weak gaming segment and lower outlook .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.8458144161997584, 1.0, -1.0]"
2020-04-24,"['NVIDIA governance review of GPU and AI chip demand operations found no issues .', 'NVIDIA missed GPU and AI chip demand targets as demand decrease and slowdown continued .', 'NVIDIA fell amid uncertainty over GPU and AI chip demand and downside risk .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.778036102245446, -1.0, -1.0]"
2020-04-27,"['NVIDIA breakthrough in data center revenue drove innovation and profit expansion .', 'NVIDIA exceeded revenue targets as rising autonomous solutions demand boosted growth .', 'NVIDIA profit drop amid GPU and AI chip demand weakness raised default concern .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-04-28,"['NVIDIA beat estimates with improved margin and rising gaming segment momentum .', 'NVIDIA industry observers noted mixed signals for gaming segment .', 'NVIDIA win major deals boosting momentum in data center revenue revenue expansion .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 1.0]"
2020-04-29,"['NVIDIA beat estimates with improved margin and rising autonomous solutions momentum .', 'NVIDIA disappointing GPU and AI chip demand results led to sell-off and negative sentiment .', 'NVIDIA reduced gaming segment investment amid concern about further losses .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-04-30,"['NVIDIA achieved robust expansion with strong gain in GPU and AI chip demand .', 'NVIDIA dividend increase reflects confident profit growth for GPU and AI chip demand .', 'NVIDIA management discussed autonomous solutions strategy at the briefing .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.0]"
2020-05-01,"['NVIDIA cut its forecast citing risk of data center revenue contraction .', 'NVIDIA GPU and AI chip demand outlook remains mixed with balanced factors .', 'NVIDIA losses and deficit from GPU and AI chip demand challenges disappointed investors .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.8098056502007502, -1.0]"
