date,texts,labels,sources,scores
2020-01-16,"['Meta maintained stable platform development operations with results in line .', 'Meta reduced advertising revenue investment amid concern about further losses .', 'Meta scheduled platform development business review with typical agenda .']","['positive', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 0.0]"
2020-01-17,"['Meta recall and fine risk created uncertainty for user engagement growth .', 'Meta raised its growth forecast citing strong platform development demand .', 'Meta reported strong profit growth driven by higher user engagement growth demand .']","['negative', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-01-21,"['Meta sector conditions showed typical patterns for user engagement growth .', 'Meta reported platform development performance consistent with consensus .', 'Meta shares dropped on weak Reels and short video demand and lower guidance .', 'Meta raised its growth forecast citing strong advertising revenue demand .', 'Meta faces lawsuit risk and penalty concern impacting Reels and short video .', 'Meta disappointing advertising revenue results led to sell-off and negative sentiment .']","['neutral', 'neutral', 'neutral', 'neutral', 'negative', 'negative']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[0.9060320817395346, 0.0, -1.0, 1.0, -1.0, -1.0]"
2020-01-22,"['Meta win major deals boosting momentum in user engagement growth revenue expansion .', 'Meta breakthrough in Reels and short video drove innovation and profit expansion .', 'Meta maintained stable platform development operations with results in line .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.0]"
2020-01-23,"['Meta quarterly review highlighted steady advertising revenue performance .', 'Meta beat estimates with improved margin and rising platform development momentum .', 'Meta cut its forecast citing risk of advertising revenue contraction .']","['neutral', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.8724814566707985, 1.0, -1.0]"
2020-01-24,"['Meta reported losses driven by weak user engagement growth with lower margins .', 'Meta debt and Reels and short video decline created financial pressure .', 'Meta faces lawsuit risk and penalty concern impacting Reels and short video .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-01-27,"['Meta industry observers noted mixed signals for user engagement growth .', 'Meta faced pressure from platform development decline and reduced margins .', 'Meta warning about platform development decline raised concern among investors .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.9060320817395346, -1.0, -1.0]"
2020-01-28,"['Meta dividend increase reflects confident profit growth for user engagement growth .', 'Meta confirmed alignment with advertising revenue priorities announced earlier .', 'Meta reported losses driven by weak Reels and short video with lower margins .']","['positive', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.8225834059619181, -1.0]"
2020-01-29,"['Meta recovery in platform development drove higher profit and record revenue increase .', 'Meta sector conditions showed typical patterns for advertising revenue .', 'Meta user engagement growth valuations remained within historical ranges .']","['positive', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.8225834059619181, 0.9550416704935939]"
2020-01-30,"['Meta released standard user engagement growth financial disclosures and filings .', 'Meta upgrade by analysts citing strong Reels and short video growth and higher margin .', 'Meta market activity reflected standard platform development volumes .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.9060320817395346, 1.0, 0.0]"
2020-01-31,"['Meta slower user engagement growth demand and falling margins proved disappointing .', 'Meta disappointing platform development results led to sell-off and negative sentiment .', 'Meta faces lawsuit risk and penalty concern impacting platform development .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-02-03,"['Meta debt and Reels and short video decline created financial pressure .', 'Meta dividend increase reflects confident profit growth for Reels and short video .', 'Meta operational activity in Reels and short video continued normal trajectory .']","['negative', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 0.0]"
2020-02-04,"['Meta shares soared after record advertising revenue revenue and strong profit gain .', 'Meta outperform the sector with strong user engagement growth demand and efficient operations .', 'Meta slower user engagement growth demand and falling margins proved disappointing .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-02-05,"['Meta surged on positive outlook for platform development with higher revenue .', 'Meta missed estimates with disappointing Reels and short video decline .', 'Meta upgrade by analysts citing strong Reels and short video growth and higher margin .']","['positive', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-02-06,"['Meta raised its growth forecast citing strong user engagement growth demand .', 'Meta released standard Reels and short video financial disclosures and filings .', 'Meta raised its growth forecast citing strong user engagement growth demand .']","['negative', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 1.0]"
2020-02-07,"['Meta missed estimates with disappointing platform development decline .', 'Meta faces lawsuit risk and penalty concern impacting advertising revenue .', 'Meta shares soared after record user engagement growth revenue and strong profit gain .']","['neutral', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-02-10,"['Meta posted record revenue as platform development surged beyond expectations .', 'Meta industry observers noted mixed signals for platform development .', 'Meta debt and Reels and short video decline created financial pressure .']","['positive', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, -1.0]"
2020-02-11,"['Meta user engagement growth valuations remained within historical ranges .', 'Meta confirmed alignment with platform development priorities announced earlier .', 'Meta advertising revenue outlook remains mixed with balanced factors .']","['neutral', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.9550416704935939, 0.0, 0.8225834059619181]"
2020-02-12,"['Meta slower platform development demand and falling margins proved disappointing .', 'Meta dividend increase reflects confident profit growth for advertising revenue .', 'Meta faces lawsuit risk and penalty concern impacting user engagement growth .']","['negative', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-02-13,"['Meta achieved robust expansion with strong gain in user engagement growth .', 'Meta profit drop amid platform development weakness raised default concern .', 'Meta disappointing platform development results led to sell-off and negative sentiment .']","['positive', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-02-14,"['Meta reported losses driven by weak Reels and short video with lower margins .', 'Meta shares soared after record advertising revenue revenue and strong profit gain .', 'Meta industry observers noted mixed signals for platform development .']","['negative', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 0.0]"
2020-02-18,"['Meta profit drop amid advertising revenue weakness raised default concern .', 'Meta industry observers noted mixed signals for platform development .', 'Meta Reels and short video outlook remains mixed with balanced factors .', 'Meta reported losses driven by weak Reels and short video with lower margins .', 'Meta debt and advertising revenue decline created financial pressure .', 'Meta missed estimates with disappointing user engagement growth decline .']","['neutral', 'neutral', 'neutral', 'negative', 'negative', 'neutral']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 0.0, -1.0, -1.0, -1.0]"
2020-02-19,"['Meta recovery in user engagement growth drove higher profit and record revenue increase .', 'Meta acquisition strengthens Reels and short video and boosts revenue upside .', 'Meta recovery in Reels and short video drove higher profit and record revenue increase .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-02-20,"['Meta return on platform development investment exceeded expectations with surplus .', 'Meta breakthrough in platform development drove innovation and profit expansion .', 'Meta confirmed alignment with advertising revenue priorities announced earlier .']","['neutral', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.8225834059619181]"
2020-02-21,"['Meta benefited from rising demand for platform development with improved profit margin .', 'Meta benefited from rising demand for user engagement growth with improved profit margin .', 'Meta slower advertising revenue demand and falling margins proved disappointing .']","['positive', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-02-24,"['Meta missed estimates with disappointing advertising revenue decline .', 'Meta user engagement growth metrics tracked within expected parameters .', 'Meta profit drop amid advertising revenue weakness raised default concern .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.9550416704935939, -1.0]"
2020-02-25,"['Meta shares dropped on weak platform development demand and lower guidance .', 'Meta Reels and short video metrics tracked within expected parameters .', 'Meta reported losses driven by weak advertising revenue with lower margins .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-02-26,"['Meta debt and Reels and short video decline created financial pressure .', 'Meta outperform the sector with strong Reels and short video demand and efficient operations .', 'Meta debt and advertising revenue decline created financial pressure .']","['negative', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-02-27,"['Meta governance review of advertising revenue operations found no issues .', 'Meta return on Reels and short video investment exceeded expectations with surplus .', 'Meta dividend increase reflects confident profit growth for user engagement growth .']","['neutral', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.7803711384895772, 1.0, 1.0]"
2020-02-28,"['Meta downgrade followed weak platform development and lower outlook .', 'Meta impairment and writedown from user engagement growth reduced overall profit .', 'Meta reported losses driven by weak Reels and short video with lower margins .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-02,"['Meta recovery in platform development drove higher profit and record revenue increase .', 'Meta return on Reels and short video investment exceeded expectations with surplus .', 'Meta traded in a narrow range as platform development news was expected .']","['positive', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.0]"
2020-03-03,"['Meta downgrade followed weak platform development and lower outlook .', 'Meta platform development valuations remained within historical ranges .', 'Meta dividend increase reflects confident profit growth for user engagement growth .']","['negative', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 1.0]"
2020-03-04,"['Meta shares dropped on weak advertising revenue demand and lower guidance .', 'Meta missed estimates with disappointing Reels and short video decline .', 'Meta warning about user engagement growth decline raised concern among investors .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-05,"['Meta user engagement growth valuations remained within historical ranges .', 'Meta raised its growth forecast citing strong Reels and short video demand .', 'Meta return on platform development investment exceeded expectations with surplus .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.9550416704935939, 1.0, 1.0]"
2020-03-06,"['Meta industry observers noted mixed signals for platform development .', 'Meta reduced user engagement growth investment amid concern about further losses .', 'Meta impairment and writedown from platform development reduced overall profit .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, -1.0]"
2020-03-09,"['Meta quarterly review highlighted steady user engagement growth performance .', 'Meta faces lawsuit risk and penalty concern impacting Reels and short video .', 'Meta beat estimates with improved margin and rising platform development momentum .']","['neutral', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.9550416704935939, -1.0, 1.0]"
2020-03-10,"['Meta missed platform development targets as demand decrease and slowdown continued .', 'Meta missed estimates with disappointing advertising revenue decline .', 'Meta posted record revenue as user engagement growth surged beyond expectations .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-03-11,"['Meta delivered record profit reflecting innovation in advertising revenue .', 'Meta acquisition strengthens user engagement growth and boosts revenue upside .', 'Meta beat estimates with improved margin and rising platform development momentum .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-03-12,"['Meta reported loss as user engagement growth revenue fell amid weak demand .', 'Meta platform development business continued gradual development this quarter .', 'Meta industry observers noted mixed signals for user engagement growth .']","['negative', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 0.9060320817395346]"
2020-03-13,"['Meta impairment and writedown from Reels and short video reduced overall profit .', 'Meta industry observers noted mixed signals for user engagement growth .', 'Meta recovery in Reels and short video drove higher profit and record revenue increase .']","['negative', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.9060320817395346, 1.0]"
2020-03-16,"['Meta slower user engagement growth demand and falling margins proved disappointing .', 'Meta debt and user engagement growth decline created financial pressure .', 'Meta hiring surge reflects robust Reels and short video demand and growth momentum .']","['positive', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-03-17,"['Meta quarterly review highlighted steady platform development performance .', 'Meta disappointing platform development results led to sell-off and negative sentiment .', 'Meta recall and fine risk created uncertainty for platform development .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, -1.0]"
2020-03-18,"['Meta industry observers noted mixed signals for user engagement growth .', 'Meta surged on positive outlook for advertising revenue with higher revenue .', 'Meta reported strong profit growth driven by higher platform development demand .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.9060320817395346, 1.0, 1.0]"
2020-03-19,"['Meta downgrade followed weak user engagement growth and lower outlook .', 'Meta operational activity in Reels and short video continued normal trajectory .', 'Meta losses and deficit from advertising revenue challenges disappointed investors .']","['positive', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-03-20,"['Meta recovery in Reels and short video drove higher profit and record revenue increase .', 'Meta dividend increase reflects confident profit growth for user engagement growth .', 'Meta posted record revenue as user engagement growth surged beyond expectations .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-03-23,"['Meta shares soared after record platform development revenue and strong profit gain .', 'Meta faced pressure from Reels and short video decline and reduced margins .', 'Meta cut its forecast citing risk of Reels and short video contraction .']","['positive', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-03-24,"['Meta reduced Reels and short video investment amid concern about further losses .', 'Meta losses and deficit from user engagement growth challenges disappointed investors .', 'Meta user engagement growth metrics tracked within expected parameters .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.9550416704935939]"
2020-03-25,"['Meta posted record revenue as user engagement growth surged beyond expectations .', 'Meta shares dropped on weak platform development demand and lower guidance .', 'Meta recovery in advertising revenue drove higher profit and record revenue increase .']","['positive', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-03-26,"['Meta cut its forecast citing risk of user engagement growth contraction .', 'Meta management discussed user engagement growth strategy at the briefing .', 'Meta platform development business continued gradual development this quarter .']","['negative', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.9060320817395346, 0.0]"
2020-03-27,"['Meta shares dropped on weak user engagement growth demand and lower guidance .', 'Meta reported strong profit growth driven by higher platform development demand .', 'Meta announced layoffs amid user engagement growth slowdown and restructuring .']","['negative', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-03-30,"['Meta reported loss as user engagement growth revenue fell amid weak demand .', 'Meta downgrade followed weak user engagement growth and lower outlook .', 'Meta reduced user engagement growth investment amid concern about further losses .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-31,"['Meta advertising revenue valuations remained within historical ranges .', 'Meta warning about advertising revenue decline raised concern among investors .', 'Meta announced partnership to boost user engagement growth growth and revenue gain .']","['neutral', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.8724814566707985, -1.0, 1.0]"
2020-04-01,"['Meta impairment and writedown from user engagement growth reduced overall profit .', 'Meta shares soared after record platform development revenue and strong profit gain .', 'Meta faced pressure from platform development decline and reduced margins .']","['negative', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-04-02,"['Meta reported losses driven by weak user engagement growth with lower margins .', 'Meta reported strong profit growth driven by higher user engagement growth demand .', 'Meta faced pressure from advertising revenue decline and reduced margins .']","['negative', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-04-03,"['Meta shares dropped on weak platform development demand and lower guidance .', 'Meta benefited from rising demand for user engagement growth with improved profit margin .', 'Meta impairment and writedown from user engagement growth reduced overall profit .']","['negative', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-04-06,"['Meta shares soared after record advertising revenue revenue and strong profit gain .', 'Meta missed user engagement growth targets as demand decrease and slowdown continued .', 'Meta announced layoffs amid user engagement growth slowdown and restructuring .']","['positive', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-04-07,"['Meta reported strong profit growth driven by higher advertising revenue demand .', 'Meta governance review of Reels and short video operations found no issues .', 'Meta industry observers noted mixed signals for platform development .']","['positive', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 0.0]"
2020-04-08,"['Meta sector conditions showed typical patterns for Reels and short video .', 'Meta dividend increase reflects confident profit growth for user engagement growth .', 'Meta dividend increase reflects confident profit growth for platform development .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 1.0]"
2020-04-09,"['Meta raised its growth forecast citing strong platform development demand .', 'Meta upgrade by analysts citing strong user engagement growth growth and higher margin .', 'Meta reported losses driven by weak platform development with lower margins .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-04-13,"['Meta announced routine updates on platform development business plans .', 'Meta traded in a narrow range as Reels and short video news was expected .', 'Meta governance review of advertising revenue operations found no issues .', 'Meta breakthrough in platform development drove innovation and profit expansion .', 'Meta shares soared after record advertising revenue revenue and strong profit gain .', 'Meta confirmed alignment with advertising revenue priorities announced earlier .']","['neutral', 'neutral', 'neutral', 'positive', 'positive', 'neutral']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.7803711384895772, 1.0, 1.0, 0.8225834059619181]"
2020-04-14,"['Meta breakthrough in platform development drove innovation and profit expansion .', 'Meta platform development outlook remains mixed with balanced factors .', 'Meta shares dropped on weak platform development demand and lower guidance .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, -1.0]"
2020-04-15,"['Meta outperform the sector with strong user engagement growth demand and efficient operations .', 'Meta beat estimates with improved margin and rising platform development momentum .', 'Meta announced partnership to boost platform development growth and revenue gain .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-16,"['Meta missed estimates with disappointing advertising revenue decline .', 'Meta maintained stable platform development operations with results in line .', 'Meta traded in a narrow range as Reels and short video news was expected .']","['negative', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 0.0]"
2020-04-17,"['Meta announced layoffs amid advertising revenue slowdown and restructuring .', 'Meta shares soared after record advertising revenue revenue and strong profit gain .', 'Meta governance review of user engagement growth operations found no issues .']","['negative', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 0.8638676945949509]"
2020-04-20,"['Meta market activity reflected standard Reels and short video volumes .', 'Meta recovery in advertising revenue drove higher profit and record revenue increase .', 'Meta announced layoffs amid user engagement growth slowdown and restructuring .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, -1.0]"
2020-04-21,"['Meta debt and user engagement growth decline created financial pressure .', 'Meta faces lawsuit risk and penalty concern impacting advertising revenue .', 'Meta fell amid uncertainty over user engagement growth and downside risk .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-04-22,"['Meta provided update on advertising revenue operations and near-term plans .', 'Meta disappointing platform development results led to sell-off and negative sentiment .', 'Meta recall and fine risk created uncertainty for Reels and short video .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.7803711384895772, -1.0, -1.0]"
2020-04-23,"['Meta raised its growth forecast citing strong platform development demand .', 'Meta breakthrough in platform development drove innovation and profit expansion .', 'Meta scheduled user engagement growth business review with typical agenda .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.9060320817395346]"
2020-04-24,"['Meta recovery in platform development drove higher profit and record revenue increase .', 'Meta posted record revenue as user engagement growth surged beyond expectations .', 'Meta exceeded revenue targets as rising user engagement growth demand boosted growth .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-27,"['Meta win major deals boosting momentum in user engagement growth revenue expansion .', 'Meta breakthrough in advertising revenue drove innovation and profit expansion .', 'Meta acquisition strengthens Reels and short video and boosts revenue upside .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-28,"['Meta sector conditions showed typical patterns for advertising revenue .', 'Meta reduced user engagement growth investment amid concern about further losses .', 'Meta faces lawsuit risk and penalty concern impacting platform development .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.8225834059619181, -1.0, -1.0]"
2020-04-29,"['Meta slower platform development demand and falling margins proved disappointing .', 'Meta cut its forecast citing risk of user engagement growth contraction .', 'Meta recall and fine risk created uncertainty for user engagement growth .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-04-30,"['Meta recall and fine risk created uncertainty for user engagement growth .', 'Meta return on user engagement growth investment exceeded expectations with surplus .', 'Meta acquisition strengthens platform development and boosts revenue upside .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-05-01,"['Meta recall and fine risk created uncertainty for user engagement growth .', 'Meta hiring surge reflects robust user engagement growth demand and growth momentum .', 'Meta surged on positive outlook for advertising revenue with higher revenue .']","['negative', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-05-04,"['Meta announced layoffs amid Reels and short video slowdown and restructuring .', 'Meta missed advertising revenue targets as demand decrease and slowdown continued .', 'Meta profit drop amid Reels and short video weakness raised default concern .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-05-05,"['Meta upgrade by analysts citing strong advertising revenue growth and higher margin .', 'Meta impairment and writedown from user engagement growth reduced overall profit .', 'Meta exceeded revenue targets as rising user engagement growth demand boosted growth .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-05-06,"['Meta warning about Reels and short video decline raised concern among investors .', 'Meta shares dropped on weak platform development demand and lower guidance .', 'Meta platform development outlook remains mixed with balanced factors .']","['negative', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-05-07,"['Meta faces lawsuit risk and penalty concern impacting Reels and short video .', 'Meta warning about Reels and short video decline raised concern among investors .', 'Meta dividend increase reflects confident profit growth for platform development .']","['negative', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-05-08,"['Meta maintained stable Reels and short video operations with results in line .', 'Meta reported strong profit growth driven by higher platform development demand .', 'Meta shares dropped on weak platform development demand and lower guidance .']","['negative', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, -1.0]"
2020-05-11,"['Meta achieved robust expansion with strong gain in user engagement growth .', 'Meta surged on positive outlook for advertising revenue with higher revenue .', 'Meta slower user engagement growth demand and falling margins proved disappointing .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-05-12,"['Meta market activity reflected standard user engagement growth volumes .', 'Meta breakthrough in Reels and short video drove innovation and profit expansion .', 'Meta beat estimates with improved margin and rising Reels and short video momentum .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.9550416704935939, 1.0, 1.0]"
2020-05-13,"['Meta warning about Reels and short video decline raised concern among investors .', 'Meta slower platform development demand and falling margins proved disappointing .', 'Meta missed estimates with disappointing advertising revenue decline .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-05-14,"['Meta cut its forecast citing risk of advertising revenue contraction .', 'Meta reported loss as user engagement growth revenue fell amid weak demand .', 'Meta participated in conference with Reels and short video presentations .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
