date,texts,labels,sources,scores
2020-01-16,"['Tesla announced layoffs amid vehicle deliveries slowdown and restructuring .', 'Tesla posted record revenue as energy storage solutions surged beyond expectations .', 'Tesla provided update on Gigafactory production operations and near-term plans .']","['negative', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 0.0]"
2020-01-17,"['Tesla operational activity in Gigafactory production continued normal trajectory .', 'Tesla quarterly review highlighted steady Gigafactory production performance .', 'Tesla surged on positive outlook for energy storage solutions with higher revenue .']","['positive', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 1.0]"
2020-01-21,"['Tesla confirmed alignment with autonomous driving priorities announced earlier .', 'Tesla quarterly review highlighted steady energy storage solutions performance .', 'Tesla industry observers noted mixed signals for autonomous driving .', 'Tesla provided update on vehicle deliveries operations and near-term plans .', 'Tesla missed estimates with disappointing vehicle deliveries decline .', 'Tesla raised its growth forecast citing strong energy storage solutions demand .']","['neutral', 'neutral', 'neutral', 'neutral', 'negative', 'positive']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0, 0.0, -1.0, 1.0]"
2020-01-22,"['Tesla participated in conference with Gigafactory production presentations .', 'Tesla achieved robust expansion with strong gain in energy storage solutions .', 'Tesla Gigafactory production metrics tracked within expected parameters .']","['neutral', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 0.0]"
2020-01-23,"['Tesla reported strong profit growth driven by higher energy storage solutions demand .', 'Tesla dividend increase reflects confident profit growth for energy storage solutions .', 'Tesla return on Gigafactory production investment exceeded expectations with surplus .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-01-24,"['Tesla industry observers noted mixed signals for autonomous driving .', 'Tesla participated in conference with energy storage solutions presentations .', 'Tesla losses and deficit from autonomous driving challenges disappointed investors .']","['neutral', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, -1.0]"
2020-01-27,"['Tesla announced partnership to boost energy storage solutions growth and revenue gain .', 'Tesla raised its growth forecast citing strong Gigafactory production demand .', 'Tesla win major deals boosting momentum in vehicle deliveries revenue expansion .']","['positive', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-01-28,"['Tesla energy storage solutions business continued gradual development this quarter .', 'Tesla profit drop amid energy storage solutions weakness raised default concern .', 'Tesla governance review of autonomous driving operations found no issues .']","['neutral', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 0.0]"
2020-01-29,"['Tesla acquisition strengthens Gigafactory production and boosts revenue upside .', 'Tesla management discussed Gigafactory production strategy at the briefing .', 'Tesla governance review of vehicle deliveries operations found no issues .']","['positive', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 0.0]"
2020-01-30,"['Tesla exceeded revenue targets as rising vehicle deliveries demand boosted growth .', 'Tesla governance review of energy storage solutions operations found no issues .', 'Tesla beat estimates with improved margin and rising autonomous driving momentum .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 1.0]"
2020-01-31,"['Tesla exceeded revenue targets as rising Gigafactory production demand boosted growth .', 'Tesla outperform the sector with strong autonomous driving demand and efficient operations .', 'Tesla announced partnership to boost energy storage solutions growth and revenue gain .']","['positive', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-02-03,"['Tesla delivered record profit reflecting innovation in energy storage solutions .', 'Tesla exceeded revenue targets as rising vehicle deliveries demand boosted growth .', 'Tesla dividend increase reflects confident profit growth for energy storage solutions .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-02-04,"['Tesla downgrade followed weak autonomous driving and lower outlook .', 'Tesla surged on positive outlook for autonomous driving with higher revenue .', 'Tesla achieved robust expansion with strong gain in vehicle deliveries .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-02-05,"['Tesla announced partnership to boost energy storage solutions growth and revenue gain .', 'Tesla released standard autonomous driving financial disclosures and filings .', 'Tesla achieved robust expansion with strong gain in vehicle deliveries .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 1.0]"
2020-02-06,"['Tesla cut its forecast citing risk of energy storage solutions contraction .', 'Tesla outperform the sector with strong Gigafactory production demand and efficient operations .', 'Tesla debt and autonomous driving decline created financial pressure .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-02-07,"['Tesla beat estimates with improved margin and rising autonomous driving momentum .', 'Tesla reported loss as vehicle deliveries revenue fell amid weak demand .', 'Tesla beat estimates with improved margin and rising vehicle deliveries momentum .']","['positive', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-02-10,"['Tesla posted record revenue as energy storage solutions surged beyond expectations .', 'Tesla dividend increase reflects confident profit growth for energy storage solutions .', 'Tesla autonomous driving business continued gradual development this quarter .']","['neutral', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.0]"
2020-02-11,"['Tesla return on energy storage solutions investment exceeded expectations with surplus .', 'Tesla announced layoffs amid energy storage solutions slowdown and restructuring .', 'Tesla downgrade followed weak Gigafactory production and lower outlook .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-02-12,"['Tesla reported autonomous driving performance consistent with consensus .', 'Tesla market activity reflected standard autonomous driving volumes .', 'Tesla hiring surge reflects robust autonomous driving demand and growth momentum .']","['neutral', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 1.0]"
2020-02-13,"['Tesla faces lawsuit risk and penalty concern impacting autonomous driving .', 'Tesla reported loss as Gigafactory production revenue fell amid weak demand .', 'Tesla scheduled vehicle deliveries business review with typical agenda .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-02-14,"['Tesla announced partnership to boost vehicle deliveries growth and revenue gain .', 'Tesla announced partnership to boost Gigafactory production growth and revenue gain .', 'Tesla beat estimates with improved margin and rising energy storage solutions momentum .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-02-18,"['Tesla sector conditions showed typical patterns for vehicle deliveries .', 'Tesla vehicle deliveries business continued gradual development this quarter .', 'Tesla maintained stable vehicle deliveries operations with results in line .', 'Tesla announced partnership to boost energy storage solutions growth and revenue gain .', 'Tesla energy storage solutions metrics tracked within expected parameters .', 'Tesla quarterly review highlighted steady autonomous driving performance .']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2020-02-19,"['Tesla announced partnership to boost vehicle deliveries growth and revenue gain .', 'Tesla breakthrough in vehicle deliveries drove innovation and profit expansion .', 'Tesla confirmed alignment with autonomous driving priorities announced earlier .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.0]"
2020-02-20,"['Tesla recovery in autonomous driving drove higher profit and record revenue increase .', 'Tesla participated in conference with Gigafactory production presentations .', 'Tesla beat estimates with improved margin and rising vehicle deliveries momentum .']","['positive', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 1.0]"
2020-02-21,"['Tesla faced pressure from vehicle deliveries decline and reduced margins .', 'Tesla vehicle deliveries business continued gradual development this quarter .', 'Tesla shares dropped on weak Gigafactory production demand and lower guidance .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-02-24,"['Tesla disappointing autonomous driving results led to sell-off and negative sentiment .', 'Tesla downgrade followed weak Gigafactory production and lower outlook .', 'Tesla surged on positive outlook for energy storage solutions with higher revenue .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-02-25,"['Tesla announced layoffs amid autonomous driving slowdown and restructuring .', 'Tesla sector conditions showed typical patterns for Gigafactory production .', 'Tesla announced layoffs amid energy storage solutions slowdown and restructuring .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-02-26,"['Tesla outperform the sector with strong autonomous driving demand and efficient operations .', 'Tesla industry observers noted mixed signals for Gigafactory production .', 'Tesla announced routine updates on Gigafactory production business plans .']","['positive', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 0.0]"
2020-02-27,"['Tesla quarterly review highlighted steady vehicle deliveries performance .', 'Tesla industry observers noted mixed signals for Gigafactory production .', 'Tesla fell amid uncertainty over vehicle deliveries and downside risk .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, -1.0]"
2020-02-28,"['Tesla recall and fine risk created uncertainty for energy storage solutions .', 'Tesla slower autonomous driving demand and falling margins proved disappointing .', 'Tesla reported losses driven by weak Gigafactory production with lower margins .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-02,"['Tesla downgrade followed weak vehicle deliveries and lower outlook .', 'Tesla quarterly review highlighted steady energy storage solutions performance .', 'Tesla faced pressure from autonomous driving decline and reduced margins .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-03-03,"['Tesla achieved robust expansion with strong gain in energy storage solutions .', 'Tesla return on Gigafactory production investment exceeded expectations with surplus .', 'Tesla delivered record profit reflecting innovation in energy storage solutions .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-03-04,"['Tesla upgrade by analysts citing strong vehicle deliveries growth and higher margin .', 'Tesla achieved robust expansion with strong gain in Gigafactory production .', 'Tesla shares soared after record vehicle deliveries revenue and strong profit gain .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-03-05,"['Tesla provided update on energy storage solutions operations and near-term plans .', 'Tesla energy storage solutions outlook remains mixed with balanced factors .', 'Tesla outperform the sector with strong autonomous driving demand and efficient operations .']","['neutral', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 1.0]"
2020-03-06,"['Tesla missed energy storage solutions targets as demand decrease and slowdown continued .', 'Tesla industry observers noted mixed signals for vehicle deliveries .', 'Tesla reported losses driven by weak Gigafactory production with lower margins .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-03-09,"['Tesla recall and fine risk created uncertainty for vehicle deliveries .', 'Tesla impairment and writedown from Gigafactory production reduced overall profit .', 'Tesla acquisition strengthens autonomous driving and boosts revenue upside .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-03-10,"['Tesla maintained stable autonomous driving operations with results in line .', 'Tesla faces lawsuit risk and penalty concern impacting Gigafactory production .', 'Tesla missed autonomous driving targets as demand decrease and slowdown continued .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, -1.0]"
2020-03-11,"['Tesla upgrade by analysts citing strong vehicle deliveries growth and higher margin .', 'Tesla delivered record profit reflecting innovation in vehicle deliveries .', 'Tesla dividend increase reflects confident profit growth for vehicle deliveries .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-03-12,"['Tesla reported loss as vehicle deliveries revenue fell amid weak demand .', 'Tesla dividend increase reflects confident profit growth for energy storage solutions .', 'Tesla losses and deficit from energy storage solutions challenges disappointed investors .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-03-13,"['Tesla autonomous driving business continued gradual development this quarter .', 'Tesla reported loss as energy storage solutions revenue fell amid weak demand .', 'Tesla reported loss as Gigafactory production revenue fell amid weak demand .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, -1.0]"
2020-03-16,"['Tesla warning about energy storage solutions decline raised concern among investors .', 'Tesla reported losses driven by weak Gigafactory production with lower margins .', 'Tesla profit drop amid vehicle deliveries weakness raised default concern .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-17,"['Tesla missed estimates with disappointing autonomous driving decline .', 'Tesla return on Gigafactory production investment exceeded expectations with surplus .', 'Tesla vehicle deliveries business continued gradual development this quarter .']","['negative', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 0.0]"
2020-03-18,"['Tesla vehicle deliveries business continued gradual development this quarter .', 'Tesla outperform the sector with strong Gigafactory production demand and efficient operations .', 'Tesla recall and fine risk created uncertainty for vehicle deliveries .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, -1.0]"
2020-03-19,"['Tesla operational activity in vehicle deliveries continued normal trajectory .', 'Tesla released standard autonomous driving financial disclosures and filings .', 'Tesla operational activity in vehicle deliveries continued normal trajectory .']","['neutral', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0]"
2020-03-20,"['Tesla downgrade followed weak Gigafactory production and lower outlook .', 'Tesla announced partnership to boost vehicle deliveries growth and revenue gain .', 'Tesla announced partnership to boost vehicle deliveries growth and revenue gain .']","['negative', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-03-23,"['Tesla traded in a narrow range as vehicle deliveries news was expected .', 'Tesla participated in conference with energy storage solutions presentations .', 'Tesla win major deals boosting momentum in Gigafactory production revenue expansion .']","['neutral', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 1.0]"
2020-03-24,"['Tesla raised its growth forecast citing strong energy storage solutions demand .', 'Tesla recall and fine risk created uncertainty for Gigafactory production .', 'Tesla reported autonomous driving performance consistent with consensus .']","['positive', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 0.0]"
2020-03-25,"['Tesla reported vehicle deliveries performance consistent with consensus .', 'Tesla announced layoffs amid energy storage solutions slowdown and restructuring .', 'Tesla Gigafactory production business continued gradual development this quarter .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 0.0]"
2020-03-26,"['Tesla win major deals boosting momentum in Gigafactory production revenue expansion .', 'Tesla debt and energy storage solutions decline created financial pressure .', 'Tesla announced layoffs amid Gigafactory production slowdown and restructuring .']","['positive', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-03-27,"['Tesla profit drop amid autonomous driving weakness raised default concern .', 'Tesla participated in conference with Gigafactory production presentations .', 'Tesla surged on positive outlook for energy storage solutions with higher revenue .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 1.0]"
2020-03-30,"['Tesla warning about energy storage solutions decline raised concern among investors .', 'Tesla slower Gigafactory production demand and falling margins proved disappointing .', 'Tesla shares dropped on weak autonomous driving demand and lower guidance .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-03-31,"['Tesla market activity reflected standard Gigafactory production volumes .', 'Tesla reported loss as vehicle deliveries revenue fell amid weak demand .', 'Tesla confirmed alignment with autonomous driving priorities announced earlier .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 0.0]"
2020-04-01,"['Tesla missed estimates with disappointing autonomous driving decline .', 'Tesla upgrade by analysts citing strong vehicle deliveries growth and higher margin .', 'Tesla posted record revenue as vehicle deliveries surged beyond expectations .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-04-02,"['Tesla recall and fine risk created uncertainty for autonomous driving .', 'Tesla cut its forecast citing risk of energy storage solutions contraction .', 'Tesla impairment and writedown from vehicle deliveries reduced overall profit .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-04-03,"['Tesla outperform the sector with strong Gigafactory production demand and efficient operations .', 'Tesla autonomous driving outlook remains mixed with balanced factors .', 'Tesla losses and deficit from vehicle deliveries challenges disappointed investors .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, -1.0]"
2020-04-06,"['Tesla announced layoffs amid Gigafactory production slowdown and restructuring .', 'Tesla autonomous driving outlook remains mixed with balanced factors .', 'Tesla acquisition strengthens Gigafactory production and boosts revenue upside .']","['negative', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 1.0]"
2020-04-07,"['Tesla disappointing autonomous driving results led to sell-off and negative sentiment .', 'Tesla faced pressure from energy storage solutions decline and reduced margins .', 'Tesla maintained stable Gigafactory production operations with results in line .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-04-08,"['Tesla acquisition strengthens energy storage solutions and boosts revenue upside .', 'Tesla missed estimates with disappointing autonomous driving decline .', 'Tesla acquisition strengthens energy storage solutions and boosts revenue upside .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-04-09,"['Tesla reported vehicle deliveries performance consistent with consensus .', 'Tesla dividend increase reflects confident profit growth for vehicle deliveries .', 'Tesla market activity reflected standard energy storage solutions volumes .']","['neutral', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 0.0]"
2020-04-13,"['Tesla losses and deficit from Gigafactory production challenges disappointed investors .', 'Tesla traded in a narrow range as autonomous driving news was expected .', 'Tesla provided update on vehicle deliveries operations and near-term plans .', 'Tesla announced layoffs amid energy storage solutions slowdown and restructuring .', 'Tesla announced partnership to boost Gigafactory production growth and revenue gain .', 'Tesla reported loss as energy storage solutions revenue fell amid weak demand .']","['neutral', 'neutral', 'neutral', 'neutral', 'positive', 'negative']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 0.0, -1.0, 1.0, -1.0]"
2020-04-14,"['Tesla posted record revenue as energy storage solutions surged beyond expectations .', 'Tesla posted record revenue as autonomous driving surged beyond expectations .', 'Tesla recovery in vehicle deliveries drove higher profit and record revenue increase .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-15,"['Tesla disappointing Gigafactory production results led to sell-off and negative sentiment .', 'Tesla reported strong profit growth driven by higher energy storage solutions demand .', 'Tesla achieved robust expansion with strong gain in vehicle deliveries .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-04-16,"['Tesla announced layoffs amid Gigafactory production slowdown and restructuring .', 'Tesla return on Gigafactory production investment exceeded expectations with surplus .', 'Tesla profit drop amid vehicle deliveries weakness raised default concern .']","['negative', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-04-17,"['Tesla traded in a narrow range as energy storage solutions news was expected .', 'Tesla raised its growth forecast citing strong Gigafactory production demand .', 'Tesla announced partnership to boost energy storage solutions growth and revenue gain .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 1.0]"
2020-04-20,"['Tesla shares soared after record Gigafactory production revenue and strong profit gain .', 'Tesla dividend increase reflects confident profit growth for energy storage solutions .', 'Tesla announced layoffs amid Gigafactory production slowdown and restructuring .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-04-21,"['Tesla debt and Gigafactory production decline created financial pressure .', 'Tesla missed autonomous driving targets as demand decrease and slowdown continued .', 'Tesla quarterly review highlighted steady energy storage solutions performance .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-04-22,"['Tesla Gigafactory production outlook remains mixed with balanced factors .', 'Tesla profit drop amid vehicle deliveries weakness raised default concern .', 'Tesla reduced energy storage solutions investment amid concern about further losses .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, -1.0]"
2020-04-23,"['Tesla scheduled energy storage solutions business review with typical agenda .', 'Tesla sector conditions showed typical patterns for autonomous driving .', 'Tesla raised its growth forecast citing strong vehicle deliveries demand .']","['neutral', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 1.0]"
2020-04-24,"['Tesla posted record revenue as vehicle deliveries surged beyond expectations .', 'Tesla traded in a narrow range as vehicle deliveries news was expected .', 'Tesla impairment and writedown from Gigafactory production reduced overall profit .']","['positive', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, -1.0]"
2020-04-27,"['Tesla exceeded revenue targets as rising vehicle deliveries demand boosted growth .', 'Tesla industry observers noted mixed signals for autonomous driving .', 'Tesla posted record revenue as Gigafactory production surged beyond expectations .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 1.0]"
2020-04-28,"['Tesla dividend increase reflects confident profit growth for energy storage solutions .', 'Tesla dividend increase reflects confident profit growth for vehicle deliveries .', 'Tesla provided update on energy storage solutions operations and near-term plans .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.0]"
2020-04-29,"['Tesla reduced energy storage solutions investment amid concern about further losses .', 'Tesla debt and Gigafactory production decline created financial pressure .', 'Tesla surged on positive outlook for energy storage solutions with higher revenue .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-04-30,"['Tesla announced partnership to boost Gigafactory production growth and revenue gain .', 'Tesla governance review of autonomous driving operations found no issues .', 'Tesla dividend increase reflects confident profit growth for Gigafactory production .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 1.0]"
2020-05-01,"['Tesla announced layoffs amid vehicle deliveries slowdown and restructuring .', 'Tesla missed estimates with disappointing autonomous driving decline .', 'Tesla vehicle deliveries metrics tracked within expected parameters .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-05-04,"['Tesla recall and fine risk created uncertainty for autonomous driving .', 'Tesla reported losses driven by weak Gigafactory production with lower margins .', 'Tesla breakthrough in autonomous driving drove innovation and profit expansion .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-05-05,"['Tesla Gigafactory production metrics tracked within expected parameters .', 'Tesla quarterly review highlighted steady autonomous driving performance .', 'Tesla management discussed energy storage solutions strategy at the briefing .']","['neutral', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0]"
2020-05-06,"['Tesla vehicle deliveries metrics tracked within expected parameters .', 'Tesla cut its forecast citing risk of energy storage solutions contraction .', 'Tesla breakthrough in vehicle deliveries drove innovation and profit expansion .']","['neutral', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 1.0]"
2020-05-07,"['Tesla losses and deficit from autonomous driving challenges disappointed investors .', 'Tesla autonomous driving outlook remains mixed with balanced factors .', 'Tesla return on vehicle deliveries investment exceeded expectations with surplus .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 1.0]"
