date,texts,labels,sources,scores
2020-01-21,"['Apple sector conditions showed typical patterns for wearables and accessories .', 'Apple Mac and iPad revenue metrics tracked within expected parameters .', 'Apple achieved robust expansion with strong gain in iPhone sales .', 'Apple missed iPhone sales targets as demand decrease and slowdown continued .', 'Apple confirmed alignment with services and App Store priorities announced earlier .', 'Apple announced layoffs amid wearables and accessories slowdown and restructuring .']","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'negative']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[0.0, 0.7803711384895772, 1.0, -1.0, 0.0, -1.0]"
2020-01-22,"['Apple shares dropped on weak wearables and accessories demand and lower guidance .', 'Apple debt and Mac and iPad revenue decline created financial pressure .', 'Apple shares soared after record wearables and accessories revenue and strong profit gain .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-01-23,"['Apple win major deals boosting momentum in wearables and accessories revenue expansion .', 'Apple governance review of iPhone sales operations found no issues .', 'Apple shares soared after record wearables and accessories revenue and strong profit gain .']","['neutral', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 1.0]"
2020-01-24,"['Apple maintained stable iPhone sales operations with results in line .', 'Apple shares soared after record wearables and accessories revenue and strong profit gain .', 'Apple confirmed alignment with services and App Store priorities announced earlier .']","['neutral', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 0.0]"
2020-01-27,"['Apple sector conditions showed typical patterns for services and App Store .', 'Apple provided update on services and App Store operations and near-term plans .', 'Apple released standard services and App Store financial disclosures and filings .']","['neutral', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0]"
2020-01-28,"['Apple sector conditions showed typical patterns for services and App Store .', 'Apple announced partnership to boost services and App Store growth and revenue gain .', 'Apple surged on positive outlook for services and App Store with higher revenue .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 1.0]"
2020-01-29,"['Apple breakthrough in services and App Store drove innovation and profit expansion .', 'Apple win major deals boosting momentum in Mac and iPad revenue revenue expansion .', 'Apple breakthrough in iPhone sales drove innovation and profit expansion .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-01-30,"['Apple reported strong profit growth driven by higher Mac and iPad revenue demand .', 'Apple delivered record profit reflecting innovation in iPhone sales .', 'Apple exceeded revenue targets as rising iPhone sales demand boosted growth .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-01-31,"['Apple operational activity in services and App Store continued normal trajectory .', 'Apple beat estimates with improved margin and rising wearables and accessories momentum .', 'Apple reported wearables and accessories performance consistent with consensus .']","['negative', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 0.0]"
2020-02-03,"['Apple reduced Mac and iPad revenue investment amid concern about further losses .', 'Apple dividend increase reflects confident profit growth for wearables and accessories .', 'Apple fell amid uncertainty over Mac and iPad revenue and downside risk .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-02-04,"['Apple management discussed iPhone sales strategy at the briefing .', 'Apple shares soared after record Mac and iPad revenue revenue and strong profit gain .', 'Apple released standard wearables and accessories financial disclosures and filings .']","['neutral', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 0.0]"
2020-02-05,"['Apple acquisition strengthens iPhone sales and boosts revenue upside .', 'Apple breakthrough in Mac and iPad revenue drove innovation and profit expansion .', 'Apple warning about services and App Store decline raised concern among investors .']","['positive', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-02-06,"['Apple reduced Mac and iPad revenue investment amid concern about further losses .', 'Apple return on wearables and accessories investment exceeded expectations with surplus .', 'Apple maintained stable services and App Store operations with results in line .']","['negative', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 0.0]"
2020-02-07,"['Apple raised its growth forecast citing strong services and App Store demand .', 'Apple slower services and App Store demand and falling margins proved disappointing .', 'Apple hiring surge reflects robust wearables and accessories demand and growth momentum .']","['positive', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-02-10,"['Apple downgrade followed weak iPhone sales and lower outlook .', 'Apple market activity reflected standard Mac and iPad revenue volumes .', 'Apple reported losses driven by weak Mac and iPad revenue with lower margins .']","['neutral', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.7803711384895772, -1.0]"
2020-02-11,"['Apple management discussed iPhone sales strategy at the briefing .', 'Apple iPhone sales business continued gradual development this quarter .', 'Apple management discussed wearables and accessories strategy at the briefing .']","['neutral', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0]"
2020-02-12,"['Apple Mac and iPad revenue business continued gradual development this quarter .', 'Apple market activity reflected standard Mac and iPad revenue volumes .', 'Apple missed wearables and accessories targets as demand decrease and slowdown continued .']","['neutral', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.7440546862768029, 0.7803711384895772, -1.0]"
2020-02-13,"['Apple announced partnership to boost Mac and iPad revenue growth and revenue gain .', 'Apple dividend increase reflects confident profit growth for wearables and accessories .', 'Apple win major deals boosting momentum in iPhone sales revenue expansion .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-02-14,"['Apple return on services and App Store investment exceeded expectations with surplus .', 'Apple profit drop amid wearables and accessories weakness raised default concern .', 'Apple recall and fine risk created uncertainty for wearables and accessories .']","['positive', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-02-18,"['Apple Mac and iPad revenue metrics tracked within expected parameters .', 'Apple announced partnership to boost wearables and accessories growth and revenue gain .', 'Apple industry observers noted mixed signals for Mac and iPad revenue .', 'Apple wearables and accessories business continued gradual development this quarter .', 'Apple posted record revenue as Mac and iPad revenue surged beyond expectations .', 'Apple operational activity in services and App Store continued normal trajectory .']","['neutral', 'neutral', 'neutral', 'neutral', 'positive', 'neutral']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[0.7803711384895772, 1.0, 0.7440546862768029, 0.0, 1.0, 0.0]"
2020-02-19,"['Apple recall and fine risk created uncertainty for iPhone sales .', 'Apple missed services and App Store targets as demand decrease and slowdown continued .', 'Apple downgrade followed weak wearables and accessories and lower outlook .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-02-20,"['Apple impairment and writedown from services and App Store reduced overall profit .', 'Apple win major deals boosting momentum in services and App Store revenue expansion .', 'Apple management discussed iPhone sales strategy at the briefing .']","['negative', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 0.0]"
2020-02-21,"['Apple debt and Mac and iPad revenue decline created financial pressure .', 'Apple losses and deficit from services and App Store challenges disappointed investors .', 'Apple operational activity in services and App Store continued normal trajectory .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-02-24,"['Apple reduced Mac and iPad revenue investment amid concern about further losses .', 'Apple maintained stable Mac and iPad revenue operations with results in line .', 'Apple debt and services and App Store decline created financial pressure .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.712378126294549, -1.0]"
2020-02-25,"['Apple recall and fine risk created uncertainty for iPhone sales .', 'Apple warning about Mac and iPad revenue decline raised concern among investors .', 'Apple reported loss as iPhone sales revenue fell amid weak demand .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-02-26,"['Apple missed Mac and iPad revenue targets as demand decrease and slowdown continued .', 'Apple slower Mac and iPad revenue demand and falling margins proved disappointing .', 'Apple provided update on iPhone sales operations and near-term plans .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-02-27,"['Apple profit drop amid wearables and accessories weakness raised default concern .', 'Apple participated in conference with wearables and accessories presentations .', 'Apple hiring surge reflects robust iPhone sales demand and growth momentum .']","['negative', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 1.0]"
2020-02-28,"['Apple fell amid uncertainty over iPhone sales and downside risk .', 'Apple slower Mac and iPad revenue demand and falling margins proved disappointing .', 'Apple market activity reflected standard Mac and iPad revenue volumes .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.7803711384895772]"
2020-03-02,"['Apple governance review of iPhone sales operations found no issues .', 'Apple industry observers noted mixed signals for services and App Store .', 'Apple missed estimates with disappointing iPhone sales decline .']","['neutral', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, -1.0]"
2020-03-03,"['Apple acquisition strengthens iPhone sales and boosts revenue upside .', 'Apple shares soared after record wearables and accessories revenue and strong profit gain .', 'Apple recall and fine risk created uncertainty for iPhone sales .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-03-04,"['Apple recovery in iPhone sales drove higher profit and record revenue increase .', 'Apple faces lawsuit risk and penalty concern impacting services and App Store .', 'Apple losses and deficit from Mac and iPad revenue challenges disappointed investors .']","['positive', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-03-05,"['Apple reported services and App Store performance consistent with consensus .', 'Apple raised its growth forecast citing strong services and App Store demand .', 'Apple downgrade followed weak iPhone sales and lower outlook .']","['neutral', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, -1.0]"
2020-03-06,"['Apple missed estimates with disappointing services and App Store decline .', 'Apple reduced Mac and iPad revenue investment amid concern about further losses .', 'Apple achieved robust expansion with strong gain in Mac and iPad revenue .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 1.0]"
2020-03-09,"['Apple reported strong profit growth driven by higher Mac and iPad revenue demand .', 'Apple return on wearables and accessories investment exceeded expectations with surplus .', 'Apple slower Mac and iPad revenue demand and falling margins proved disappointing .']","['negative', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, -1.0]"
2020-03-10,"['Apple losses and deficit from iPhone sales challenges disappointed investors .', 'Apple participated in conference with services and App Store presentations .', 'Apple announced layoffs amid iPhone sales slowdown and restructuring .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-03-11,"['Apple return on services and App Store investment exceeded expectations with surplus .', 'Apple reported services and App Store performance consistent with consensus .', 'Apple reported services and App Store performance consistent with consensus .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, 0.0]"
2020-03-12,"['Apple reported losses driven by weak services and App Store with lower margins .', 'Apple market activity reflected standard services and App Store volumes .', 'Apple missed estimates with disappointing Mac and iPad revenue decline .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-03-13,"['Apple profit drop amid iPhone sales weakness raised default concern .', 'Apple reported services and App Store performance consistent with consensus .', 'Apple operational activity in services and App Store continued normal trajectory .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 0.0]"
2020-03-16,"['Apple wearables and accessories metrics tracked within expected parameters .', 'Apple acquisition strengthens services and App Store and boosts revenue upside .', 'Apple hiring surge reflects robust services and App Store demand and growth momentum .']","['negative', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 1.0]"
2020-03-17,"['Apple operational activity in services and App Store continued normal trajectory .', 'Apple reported wearables and accessories performance consistent with consensus .', 'Apple quarterly review highlighted steady services and App Store performance .']","['negative', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0]"
2020-03-18,"['Apple acquisition strengthens services and App Store and boosts revenue upside .', 'Apple reduced services and App Store investment amid concern about further losses .', 'Apple reported strong profit growth driven by higher services and App Store demand .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-03-19,"['Apple iPhone sales business continued gradual development this quarter .', 'Apple exceeded revenue targets as rising iPhone sales demand boosted growth .', 'Apple slower Mac and iPad revenue demand and falling margins proved disappointing .']","['neutral', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, -1.0]"
2020-03-20,"['Apple maintained stable Mac and iPad revenue operations with results in line .', 'Apple disappointing Mac and iPad revenue results led to sell-off and negative sentiment .', 'Apple faced pressure from services and App Store decline and reduced margins .']","['neutral', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.712378126294549, -1.0, -1.0]"
2020-03-23,"['Apple hiring surge reflects robust iPhone sales demand and growth momentum .', 'Apple participated in conference with wearables and accessories presentations .', 'Apple shares dropped on weak Mac and iPad revenue demand and lower guidance .']","['positive', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, 0.0, -1.0]"
2020-03-24,"['Apple impairment and writedown from Mac and iPad revenue reduced overall profit .', 'Apple participated in conference with services and App Store presentations .', 'Apple fell amid uncertainty over Mac and iPad revenue and downside risk .']","['neutral', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-03-25,"['Apple breakthrough in services and App Store drove innovation and profit expansion .', 'Apple exceeded revenue targets as rising iPhone sales demand boosted growth .', 'Apple participated in conference with wearables and accessories presentations .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 0.0]"
2020-03-26,"['Apple debt and Mac and iPad revenue decline created financial pressure .', 'Apple scheduled services and App Store business review with typical agenda .', 'Apple breakthrough in Mac and iPad revenue drove innovation and profit expansion .']","['negative', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 1.0]"
2020-03-27,"['Apple recall and fine risk created uncertainty for services and App Store .', 'Apple reported strong profit growth driven by higher wearables and accessories demand .', 'Apple recovery in wearables and accessories drove higher profit and record revenue increase .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-03-30,"['Apple faces lawsuit risk and penalty concern impacting iPhone sales .', 'Apple reported strong profit growth driven by higher Mac and iPad revenue demand .', 'Apple disappointing Mac and iPad revenue results led to sell-off and negative sentiment .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, -1.0]"
2020-03-31,"['Apple reported strong profit growth driven by higher wearables and accessories demand .', 'Apple return on Mac and iPad revenue investment exceeded expectations with surplus .', 'Apple benefited from rising demand for services and App Store with improved profit margin .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-01,"['Apple market activity reflected standard wearables and accessories volumes .', 'Apple announced routine updates on services and App Store business plans .', 'Apple released standard iPhone sales financial disclosures and filings .']","['negative', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.0]"
2020-04-02,"['Apple reported losses driven by weak Mac and iPad revenue with lower margins .', 'Apple missed wearables and accessories targets as demand decrease and slowdown continued .', 'Apple missed Mac and iPad revenue targets as demand decrease and slowdown continued .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-04-03,"['Apple exceeded revenue targets as rising wearables and accessories demand boosted growth .', 'Apple reported losses driven by weak wearables and accessories with lower margins .', 'Apple exceeded revenue targets as rising wearables and accessories demand boosted growth .']","['positive', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-04-06,"['Apple iPhone sales valuations remained within historical ranges .', 'Apple dividend increase reflects confident profit growth for wearables and accessories .', 'Apple hiring surge reflects robust iPhone sales demand and growth momentum .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 1.0]"
2020-04-07,"['Apple reported losses driven by weak wearables and accessories with lower margins .', 'Apple traded in a narrow range as wearables and accessories news was expected .', 'Apple disappointing wearables and accessories results led to sell-off and negative sentiment .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, -1.0]"
2020-04-08,"['Apple reduced Mac and iPad revenue investment amid concern about further losses .', 'Apple faced pressure from services and App Store decline and reduced margins .', 'Apple market activity reflected standard services and App Store volumes .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.0]"
2020-04-09,"['Apple announced partnership to boost Mac and iPad revenue growth and revenue gain .', 'Apple posted record revenue as services and App Store surged beyond expectations .', 'Apple return on services and App Store investment exceeded expectations with surplus .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-13,"['Apple wearables and accessories metrics tracked within expected parameters .', 'Apple confirmed alignment with iPhone sales priorities announced earlier .', 'Apple quarterly review highlighted steady Mac and iPad revenue performance .', 'Apple exceeded revenue targets as rising Mac and iPad revenue demand boosted growth .', 'Apple achieved robust expansion with strong gain in Mac and iPad revenue .', 'Apple losses and deficit from iPhone sales challenges disappointed investors .']","['neutral', 'neutral', 'neutral', 'positive', 'positive', 'negative']","['synthetic_fill', 'synthetic_fill', 'synthetic_fill', 'synthetic', 'synthetic', 'synthetic']","[0.0, 0.0, 0.7803711384895772, 1.0, 1.0, -1.0]"
2020-04-14,"['Apple participated in conference with wearables and accessories presentations .', 'Apple Mac and iPad revenue metrics tracked within expected parameters .', 'Apple surged on positive outlook for iPhone sales with higher revenue .']","['positive', 'neutral', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.7803711384895772, 1.0]"
2020-04-15,"['Apple posted record revenue as iPhone sales surged beyond expectations .', 'Apple losses and deficit from services and App Store challenges disappointed investors .', 'Apple reported loss as Mac and iPad revenue revenue fell amid weak demand .']","['positive', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-04-16,"['Apple traded in a narrow range as iPhone sales news was expected .', 'Apple announced partnership to boost services and App Store growth and revenue gain .', 'Apple industry observers noted mixed signals for services and App Store .']","['negative', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 0.0]"
2020-04-17,"['Apple breakthrough in wearables and accessories drove innovation and profit expansion .', 'Apple faced pressure from Mac and iPad revenue decline and reduced margins .', 'Apple confirmed alignment with wearables and accessories priorities announced earlier .']","['positive', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 0.0]"
2020-04-20,"['Apple shares dropped on weak wearables and accessories demand and lower guidance .', 'Apple losses and deficit from services and App Store challenges disappointed investors .', 'Apple industry observers noted mixed signals for Mac and iPad revenue .']","['negative', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, 0.7440546862768029]"
2020-04-21,"['Apple slower services and App Store demand and falling margins proved disappointing .', 'Apple faced pressure from Mac and iPad revenue decline and reduced margins .', 'Apple slower services and App Store demand and falling margins proved disappointing .']","['negative', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, -1.0, -1.0]"
2020-04-22,"['Apple provided update on iPhone sales operations and near-term plans .', 'Apple slower services and App Store demand and falling margins proved disappointing .', 'Apple win major deals boosting momentum in wearables and accessories revenue expansion .']","['neutral', 'negative', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, -1.0, 1.0]"
2020-04-23,"['Apple participated in conference with services and App Store presentations .', 'Apple hiring surge reflects robust Mac and iPad revenue demand and growth momentum .', 'Apple services and App Store valuations remained within historical ranges .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[0.0, 1.0, 0.0]"
2020-04-24,"['Apple released standard Mac and iPad revenue financial disclosures and filings .', 'Apple acquisition strengthens iPhone sales and boosts revenue upside .', 'Apple reduced Mac and iPad revenue investment amid concern about further losses .']","['neutral', 'positive', 'negative']","['synthetic', 'synthetic', 'synthetic']","[0.7440546862768029, 1.0, -1.0]"
2020-04-27,"['Apple announced partnership to boost wearables and accessories growth and revenue gain .', 'Apple shares soared after record Mac and iPad revenue revenue and strong profit gain .', 'Apple posted record revenue as iPhone sales surged beyond expectations .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-04-28,"['Apple sector conditions showed typical patterns for wearables and accessories .', 'Apple scheduled Mac and iPad revenue business review with typical agenda .', 'Apple released standard Mac and iPad revenue financial disclosures and filings .']","['neutral', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[0.0, 0.7440546862768029, 0.7440546862768029]"
2020-04-29,"['Apple debt and Mac and iPad revenue decline created financial pressure .', 'Apple sector conditions showed typical patterns for wearables and accessories .', 'Apple dividend increase reflects confident profit growth for wearables and accessories .']","['negative', 'neutral', 'negative']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 1.0]"
2020-04-30,"['Apple fell amid uncertainty over Mac and iPad revenue and downside risk .', 'Apple beat estimates with improved margin and rising services and App Store momentum .', 'Apple raised its growth forecast citing strong services and App Store demand .']","['positive', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-05-01,"['Apple acquisition strengthens iPhone sales and boosts revenue upside .', 'Apple shares soared after record wearables and accessories revenue and strong profit gain .', 'Apple upgrade by analysts citing strong Mac and iPad revenue growth and higher margin .']","['positive', 'positive', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, 1.0, 1.0]"
2020-05-04,"['Apple beat estimates with improved margin and rising iPhone sales momentum .', 'Apple impairment and writedown from iPhone sales reduced overall profit .', 'Apple warning about Mac and iPad revenue decline raised concern among investors .']","['positive', 'negative', 'negative']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, -1.0]"
2020-05-05,"['Apple faces lawsuit risk and penalty concern impacting wearables and accessories .', 'Apple raised its growth forecast citing strong iPhone sales demand .', 'Apple surged on positive outlook for iPhone sales with higher revenue .']","['negative', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 1.0]"
2020-05-06,"['Apple hiring surge reflects robust wearables and accessories demand and growth momentum .', 'Apple debt and services and App Store decline created financial pressure .', 'Apple outperform the sector with strong wearables and accessories demand and efficient operations .']","['positive', 'negative', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[1.0, -1.0, 1.0]"
2020-05-07,"['Apple warning about iPhone sales decline raised concern among investors .', 'Apple exceeded revenue targets as rising iPhone sales demand boosted growth .', 'Apple scheduled iPhone sales business review with typical agenda .']","['negative', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 1.0, 0.0]"
2020-05-08,"['Apple shares dropped on weak services and App Store demand and lower guidance .', 'Apple maintained stable Mac and iPad revenue operations with results in line .', 'Apple upgrade by analysts citing strong iPhone sales growth and higher margin .']","['neutral', 'neutral', 'neutral']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.712378126294549, 1.0]"
2020-05-11,"['Apple missed estimates with disappointing iPhone sales decline .', 'Apple services and App Store valuations remained within historical ranges .', 'Apple hiring surge reflects robust Mac and iPad revenue demand and growth momentum .']","['negative', 'positive', 'positive']","['synthetic', 'synthetic', 'synthetic']","[-1.0, 0.0, 1.0]"
